mae,mse,rmse,Experimentation
0.4259927797833935,0.4259927797833935,0.6526812237098548,SVM Classification
0.4460431654676259,0.4460431654676259,0.6678646310949742,RF Classification
0.4892086330935252,0.4892086330935252,0.6994345095100221,KNN Classifier
