coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,0.0,-50,-49.18181818181818,Personal
0.0,0.0,-50,-49.21739130434783,Personal
0.0,0.0,-50,-49.25,Personal
0.0,0.0,-50,-49.28,Personal
0.0,0.0,-50,-49.30769230769231,Personal
0.0,0.0,-50,-49.333333333333336,Personal
0.0,0.0,-50,-49.357142857142854,Personal
0.0,0.0,-50,-49.37931034482759,Personal
0.0,0.0,-50,-49.4,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-48,-49.6,Personal
0.0,0.0,-48,-49.333333333333336,Personal
0.0,0.0,-48,-49.142857142857146,Personal
0.0,0.0,-48,-49.0,Personal
0.0,0.0,-48,-48.888888888888886,Personal
0.0,0.0,-48,-48.8,Personal
0.0,0.0,-48,-48.72727272727273,Personal
0.0,0.0,-48,-48.666666666666664,Personal
0.0,0.0,-48,-48.61538461538461,Personal
0.0,0.0,-48,-48.57142857142857,Personal
0.0,0.0,-48,-48.53333333333333,Personal
0.0,0.0,-48,-48.5,Personal
0.0,0.0,-47,-48.411764705882355,Personal
0.0,0.0,-48,-48.388888888888886,Personal
0.0,0.0,-48,-48.36842105263158,Personal
0.0,0.0,-48,-48.35,Personal
0.0,0.0,-48,-48.333333333333336,Personal
0.0,0.0,-48,-48.31818181818182,Personal
0.0,0.0,-48,-48.30434782608695,Personal
0.0,0.0,-48,-48.291666666666664,Personal
0.0,0.0,-48,-48.28,Personal
0.0,0.0,-48,-48.26923076923077,Personal
0.0,0.0,-47,-48.22222222222222,Personal
0.0,0.0,-47,-48.17857142857143,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-46,-46.75,Personal
0.0,0.0,-46,-46.6,Personal
0.0,0.0,-47,-46.666666666666664,Personal
0.0,0.0,-47,-46.714285714285715,Personal
0.0,0.0,-47,-46.75,Personal
0.0,0.0,-47,-46.77777777777778,Personal
0.0,0.0,-47,-46.8,Personal
0.0,0.0,-46,-46.72727272727273,Personal
0.0,0.0,-47,-46.75,Personal
0.0,0.0,-47,-46.76923076923077,Personal
0.0,0.0,-47,-46.785714285714285,Personal
0.0,0.0,-47,-46.8,Personal
0.0,0.0,-46,-46.75,Personal
0.0,0.0,-47,-46.76470588235294,Personal
0.0,0.0,-47,-46.77777777777778,Personal
0.0,0.0,-47,-46.78947368421053,Personal
0.0,0.0,-47,-46.8,Personal
0.0,0.0,-47,-46.80952380952381,Personal
0.0,0.0,-47,-46.81818181818182,Personal
0.0,0.0,-46,-46.78260869565217,Personal
0.0,0.0,-46,-46.75,Personal
0.0,0.0,-51,-46.92,Personal
0.0,0.0,-50,-47.03846153846154,Personal
0.0,0.0,-51,-47.18518518518518,Personal
0.0,0.0,-51,-47.32142857142857,Personal
0.0,0.0,-50,-47.41379310344828,Personal
0.0,0.0,-50,-47.5,Personal
0.0,0.0,-50,-47.58064516129032,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-51,-50.166666666666664,Personal
0.0,0.0,-51,-50.285714285714285,Personal
0.0,0.0,-50,-50.25,Personal
0.0,0.0,-50,-50.22222222222222,Personal
0.0,0.0,-50,-50.2,Personal
0.0,0.0,-50,-50.18181818181818,Personal
0.0,0.0,-50,-50.166666666666664,Personal
0.0,0.0,-50,-50.15384615384615,Personal
0.0,0.0,-50,-50.142857142857146,Personal
0.0,0.0,-50,-50.13333333333333,Personal
0.0,0.0,-50,-50.125,Personal
0.0,0.0,-50,-50.11764705882353,Personal
0.0,0.0,-50,-50.111111111111114,Personal
0.0,0.0,-50,-50.10526315789474,Personal
0.0,0.0,-48,-50.0,Personal
0.0,0.0,-48,-49.904761904761905,Personal
0.0,0.0,-48,-49.81818181818182,Personal
0.0,0.0,-48,-49.73913043478261,Personal
0.0,0.0,-48,-49.666666666666664,Personal
0.0,0.0,-48,-49.6,Personal
0.0,0.0,-47,-49.5,Personal
0.0,0.0,-48,-49.44444444444444,Personal
0.0,0.0,-48,-49.392857142857146,Personal
0.0,0.0,-48,-49.3448275862069,Personal
0.0,0.0,-48,-49.3,Personal
0.0,0.0,-48,-49.25806451612903,Personal
0.0,0.0,-48,-49.21875,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-47,-47.857142857142854,Personal
0.0,0.0,-48,-47.875,Personal
0.0,0.0,-48,-47.888888888888886,Personal
0.0,0.0,-48,-47.9,Personal
0.0,0.0,-47,-47.81818181818182,Personal
0.0,0.0,-48,-47.833333333333336,Personal
0.0,0.0,-48,-47.84615384615385,Personal
0.0,0.0,-48,-47.857142857142854,Personal
0.0,0.0,-47,-47.8,Personal
0.0,0.0,-47,-47.75,Personal
0.0,0.0,-47,-47.705882352941174,Personal
0.0,0.0,-47,-47.666666666666664,Personal
0.0,0.0,-47,-47.63157894736842,Personal
0.0,0.0,-47,-47.6,Personal
0.0,0.0,-47,-47.57142857142857,Personal
0.0,0.0,-46,-47.5,Personal
0.0,0.0,-47,-47.47826086956522,Personal
0.0,0.0,-47,-47.458333333333336,Personal
0.0,0.0,-47,-47.44,Personal
0.0,0.0,-47,-47.42307692307692,Personal
0.0,0.0,-47,-47.407407407407405,Personal
0.0,0.0,-47,-47.392857142857146,Personal
0.0,0.0,-47,-47.37931034482759,Personal
0.0,0.0,-47,-47.36666666666667,Personal
0.0,0.0,-47,-47.354838709677416,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-50,-47.333333333333336,Personal
0.0,0.0,-50,-47.6,Personal
0.0,0.0,-50,-47.81818181818182,Personal
0.0,0.0,-50,-48.0,Personal
0.0,0.0,-50,-48.15384615384615,Personal
0.0,0.0,-50,-48.285714285714285,Personal
0.0,0.0,-50,-48.4,Personal
0.0,0.0,-50,-48.5,Personal
0.0,0.0,-50,-48.588235294117645,Personal
0.0,0.0,-50,-48.666666666666664,Personal
0.0,0.0,-50,-48.73684210526316,Personal
0.0,0.0,-50,-48.8,Personal
0.0,0.0,-51,-48.904761904761905,Personal
0.0,0.0,-50,-48.95454545454545,Personal
0.0,0.0,-50,-49.0,Personal
0.0,0.0,-50,-49.041666666666664,Personal
0.0,0.0,-50,-49.08,Personal
0.0,0.0,-50,-49.11538461538461,Personal
0.0,0.0,-50,-49.148148148148145,Personal
0.0,0.0,-50,-49.17857142857143,Personal
0.0,0.0,-50,-49.206896551724135,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-48,-49.333333333333336,Personal
0.0,0.0,-47,-48.75,Personal
0.0,0.0,-47,-48.4,Personal
0.0,0.0,-48,-48.333333333333336,Personal
0.0,0.0,-48,-48.285714285714285,Personal
0.0,0.0,-48,-48.25,Personal
0.0,0.0,-48,-48.22222222222222,Personal
0.0,0.0,-47,-48.1,Personal
0.0,0.0,-47,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-48,-48.0,Personal
0.0,0.0,-47,-47.92857142857143,Personal
0.0,0.0,-48,-47.93333333333333,Personal
0.0,0.0,-47,-47.875,Personal
0.0,0.0,-48,-47.88235294117647,Personal
0.0,0.0,-48,-47.888888888888886,Personal
0.0,0.0,-48,-47.89473684210526,Personal
0.0,0.0,-48,-47.9,Personal
0.0,0.0,-48,-47.904761904761905,Personal
0.0,0.0,-47,-47.86363636363637,Personal
0.0,0.0,-48,-47.869565217391305,Personal
0.0,0.0,-47,-47.833333333333336,Personal
0.0,0.0,-47,-47.8,Personal
0.0,0.0,-48,-47.80769230769231,Personal
0.0,0.0,-48,-47.81481481481482,Personal
0.0,0.0,-47,-47.785714285714285,Personal
0.0,0.0,-47,-47.758620689655174,Personal
0.0,0.0,-47,-47.733333333333334,Personal
0.0,0.0,-47,-47.70967741935484,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-47,-47.0,Personal
0.0,0.0,-50,-47.13636363636363,Personal
0.0,0.0,-50,-47.26086956521739,Personal
0.0,0.0,-51,-47.416666666666664,Personal
0.0,0.0,-50,-47.52,Personal
0.0,0.0,-51,-47.65384615384615,Personal
0.0,0.0,-56,-47.96296296296296,Personal
0.0,0.0,-50,-48.035714285714285,Personal
0.0,0.0,-51,-48.13793103448276,Personal
0.0,0.0,-50,-48.2,Personal
0.0,0.0,-50,-48.25806451612903,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
0.0,0.0,-50,-50.0,Personal
