mae,mse,rmse,Experimentation
0.6963248280856974,0.8328848163481157,0.9126252332409596,SVM Regressor
0.7137878787878793,0.7864267676767674,0.8868070633890821,KNN Regressor
0.7431751831738341,0.8329649865491117,0.9126691550332529,Linear Regression
