,x,y,x_predicted,y_predicted,error
6,13.75,9.25,13.749999999999998,6.8709775562196755,2.3790224437803245
7,13.75,9.25,13.750000000000002,6.836263228962032,2.413736771037968
8,13.75,9.25,13.749999999999998,6.850753217835094,2.399246782164906
9,13.75,9.25,13.75,5.6430155833948055,3.6069844166051945
10,13.75,9.25,13.750000000000004,8.910001332183427,0.3399986678165732
0,13.75,11.25,16.971661167420503,11.25,3.2216611674205033
1,13.75,11.25,15.354832221295412,10.854832221295414,1.6527685959729157
2,13.75,11.25,17.75,11.25,4.0
3,13.75,11.25,17.75,11.249999999999998,4.0
4,13.75,11.25,13.75,7.629768039411716,3.620231960588284
5,13.75,11.25,13.750000000000002,8.444799325952948,2.805200674047052
6,13.75,11.25,17.750000000000004,11.250000000000004,4.0000000000000036
7,13.75,11.25,15.726346278386867,10.823914786302128,2.0217549855077843
8,13.75,11.25,16.93005838770826,10.840029193854132,3.206376055787212
9,13.75,11.25,17.350939394770545,11.25,3.6009393947705455
10,13.75,11.25,15.749999999999998,11.25,1.9999999999999982
11,13.75,11.25,13.75,8.4548912787782,2.7951087212217995
12,13.75,11.25,14.189691212412363,8.91807847213762,2.3730120889663993
13,13.75,11.25,17.75,11.249999999999998,4.0
14,13.75,11.25,17.75,11.25,4.0
0,15.75,11.25,20.13463588743183,11.250000000000002,4.3846358874318305
1,15.75,11.25,17.750000000000004,11.25,2.0000000000000036
2,15.75,11.25,18.900801786044326,11.25,3.150801786044326
3,15.75,11.25,16.97672698477286,11.25,1.22672698477286
4,15.75,11.25,17.75,11.250000000000002,2.0
5,15.75,11.25,18.16603792956569,11.250000000000002,2.4160379295656895
6,15.75,11.25,20.153952608976446,11.249999999999998,4.4039526089764465
7,15.75,11.25,17.75,11.25,2.0
8,15.75,11.25,17.757771896750114,11.25,2.007771896750114
9,15.75,11.25,20.14069012716644,11.250000000000002,4.39069012716644
0,17.75,11.25,19.749999999999996,11.249999999999998,1.9999999999999964
1,17.75,11.25,19.749999999999996,11.25,1.9999999999999964
2,17.75,11.25,15.749999999999998,11.25,2.0000000000000018
3,17.75,11.25,19.750000000000004,11.25,2.0000000000000036
4,17.75,11.25,16.509716859296482,11.25,1.240283140703518
5,17.75,11.25,15.35946110575029,11.25,2.39053889424971
6,17.75,11.25,19.75,11.25,2.0
7,17.75,11.25,19.749999999999996,11.250000000000002,1.9999999999999964
8,17.75,11.25,19.75,11.25,2.0
9,17.75,11.25,16.499931294500776,11.250000000000002,1.250068705499224
10,17.75,11.25,19.75,11.25,2.0
11,17.75,11.25,19.75,11.25,2.0
12,17.75,11.25,16.12229035918845,11.25,1.627709640811549
0,19.75,11.25,17.75,11.25,2.0
1,19.75,11.25,16.911994140743722,11.25,2.8380058592562776
2,19.75,11.25,21.75,11.250000000000002,2.0
3,19.75,11.25,21.437494008768265,11.25,1.6874940087682653
4,19.75,11.25,18.533985989413896,11.250000000000002,1.216014010586104
5,19.75,11.25,17.75,11.25,2.0
6,19.75,11.25,16.114938299379837,11.25,3.635061700620163
7,19.75,11.25,17.75,11.250000000000002,2.0
8,19.75,11.25,21.75,11.25,2.0
9,19.75,11.25,16.536762331246035,11.250000000000002,3.2132376687539654
0,21.75,11.25,23.48039385735592,11.250000000000002,1.7303938573559208
1,21.75,11.25,23.82854728100173,11.250000000000004,2.078547281001729
2,21.75,11.25,23.06931468273934,11.249999999999998,1.3193146827393392
3,21.75,11.25,23.562890862420662,11.25,1.8128908624206623
4,21.75,11.25,23.750000000000004,11.25,2.0000000000000036
5,21.75,11.25,24.618338764976055,11.25,2.8683387649760554
6,21.75,11.25,22.955578176339575,11.250000000000002,1.205578176339575
7,21.75,11.25,24.123596736959094,11.249999999999998,2.373596736959094
8,21.75,11.25,22.9992167624228,11.249999999999998,1.249216762422801
0,23.75,11.25,24.17388274674638,11.25,0.42388274674637927
1,23.75,11.25,21.75,11.250000000000002,2.0
2,23.75,11.25,21.749999999999996,11.249999999999998,2.0000000000000036
3,23.75,11.25,21.75,11.249999999999998,2.0
4,23.75,11.25,22.510197219954797,11.25,1.2398027800452027
5,23.75,11.25,23.295680643846286,11.25,0.45431935615371444
6,23.75,11.25,21.750000000000004,11.249999999999998,1.9999999999999964
7,23.75,11.25,25.749999999999996,11.25,1.9999999999999964
8,23.75,11.25,21.75,11.249999999999998,2.0
9,23.75,11.25,21.75,11.25,2.0
10,23.75,11.25,21.75,11.250000000000002,2.0
11,23.75,11.25,21.750000000000004,11.25,1.9999999999999964
12,23.75,11.25,21.750000000000004,11.25,1.9999999999999964
13,23.75,11.25,21.75,11.25,2.0
14,23.75,11.25,22.95431040848092,11.25,0.7956895915190785
15,23.75,11.25,21.75,11.249999999999998,2.0
16,23.75,11.25,22.610302991561053,11.250000000000002,1.1396970084389473
0,25.75,11.25,33.34996120940692,11.250000000000002,7.599961209406921
1,25.75,11.25,21.665046347573963,11.250000000000002,4.084953652426037
2,25.75,11.25,21.388273293055786,11.250000000000002,4.361726706944214
3,25.75,11.25,21.750000000000004,11.25,3.9999999999999964
4,25.75,11.25,25.636639441892168,11.25,0.11336055810783208
5,25.75,11.25,33.368185992542784,11.250000000000002,7.618185992542784
6,25.75,11.25,26.535686882956007,11.25,0.7856868829560071
7,25.75,11.25,31.79342342297277,11.25,6.043423422972769
8,25.75,11.25,21.749999999999996,11.249999999999998,4.0000000000000036
9,25.75,11.25,21.749999999999996,11.249999999999998,4.0000000000000036
10,25.75,11.25,22.15161626194236,11.250000000000002,3.5983837380576382
11,25.75,11.25,33.02752302802764,11.250000000000002,7.2775230280276375
12,25.75,11.25,21.346875964097723,11.250000000000002,4.403124035902277
13,25.75,11.25,21.750000000000004,11.250000000000002,3.9999999999999964
0,27.75,11.25,29.750000000000004,11.250000000000002,2.0000000000000036
1,27.75,11.25,31.75,11.25,4.0
2,27.75,11.25,28.199905110986453,11.25,0.44990511098645314
3,27.75,11.25,29.750000000000004,11.250000000000002,2.0000000000000036
4,27.75,11.25,30.613399410791324,11.25,2.863399410791324
5,27.75,11.25,31.396170164018223,11.25,3.6461701640182227
6,27.75,11.25,30.482322601456293,11.249999999999998,2.7323226014562927
7,27.75,11.25,29.75,11.25,2.0
8,27.75,11.25,32.202769889772725,11.25,4.452769889772725
9,27.75,11.25,30.07810745110246,11.250000000000002,2.3281074511024613
10,27.75,11.25,32.16256760849567,11.25,4.412567608495671
11,27.75,11.25,30.9262940671956,11.25,3.176294067195599
12,27.75,11.25,32.12681742923649,11.249999999999998,4.376817429236489
13,27.75,11.25,29.749999999999996,11.249999999999996,1.9999999999999964
14,27.75,11.25,29.75,11.25,2.0
15,27.75,11.25,29.75,11.25,2.0
0,29.75,11.25,32.061906297572655,11.249999999999998,2.311906297572655
1,29.75,11.25,27.75,11.25,2.0
2,29.75,11.25,27.75,11.249999999999998,2.0
3,29.75,11.25,31.006751629624695,11.25,1.256751629624695
4,29.75,11.25,31.034954133175088,11.25,1.2849541331750878
5,29.75,11.25,31.045306414614704,11.250000000000004,1.2953064146147035
6,29.75,11.25,27.75,11.25,2.0
7,29.75,11.25,27.750000000000004,11.250000000000002,1.9999999999999964
8,29.75,11.25,32.25331971403113,11.25,2.5033197140311287
9,29.75,11.25,29.72480538474805,11.25,0.025194615251951546
0,31.75,11.25,28.72703511324436,11.25,3.0229648867556413
1,31.75,11.25,27.750000000000007,11.250000000000004,3.999999999999993
2,31.75,11.25,30.91983053200079,11.249999999999998,0.8301694679992089
3,31.75,11.25,32.19012482069741,11.249999999999998,0.4401248206974131
4,31.75,11.25,30.269401948877707,11.249999999999998,1.4805980511222927
5,31.75,11.25,30.7486035436416,11.25,1.0013964563583997
6,31.75,11.25,27.749999999999996,11.25,4.0000000000000036
7,31.75,11.25,27.749999999999996,11.249999999999998,4.0000000000000036
8,31.75,11.25,30.24082576725963,11.250000000000002,1.5091742327403708
9,31.75,11.25,27.750000000000004,11.250000000000002,3.9999999999999964
10,31.75,11.25,30.525746814717806,11.25,1.224253185282194
11,31.75,11.25,28.765809367410178,11.25,2.984190632589822
0,33.75,11.25,29.101507815483334,11.250000000000002,4.648492184516666
1,33.75,11.25,29.802304080969392,11.25,3.9476959190306076
2,33.75,11.25,30.885861842184053,11.25,2.8641381578159475
3,33.75,11.25,30.592198491133555,11.25,3.157801508866445
4,33.75,11.25,31.161957762962366,11.25,2.5880422370376337
5,33.75,11.25,31.09324593975468,11.25,2.6567540602453192
6,33.75,11.25,32.81170880340743,11.25,0.9382911965925729
7,33.75,11.25,29.752674532050143,11.25,3.9973254679498567
8,33.75,11.25,29.264912185032625,11.25,4.485087814967375
9,33.75,11.25,30.236514668474076,11.25,3.5134853315259242
10,33.75,11.25,30.159577644962884,11.25,3.5904223550371164
0,35.75,11.25,29.484671423207473,11.249999999999998,6.265328576792527
1,35.75,11.25,37.75,11.250000000000002,2.0
2,35.75,11.25,37.75,11.249999999999998,2.0
3,35.75,11.25,37.75,11.25,2.0
4,35.75,11.25,37.75000000000001,11.250000000000002,2.000000000000007
5,35.75,11.25,30.319587734117114,11.25,5.430412265882886
6,35.75,11.25,37.75,11.25,2.0
7,35.75,11.25,37.75000000000001,11.250000000000002,2.000000000000007
8,35.75,11.25,37.75,11.249999999999998,2.0
9,35.75,11.25,37.75,11.250000000000002,2.0
10,35.75,11.25,28.721548342966212,11.250000000000002,7.028451657033788
0,37.75,11.25,35.75000000000001,11.25,1.999999999999993
1,37.75,11.25,35.75,11.249999999999998,2.0
2,37.75,11.25,35.75,11.25,2.0
3,37.75,11.25,35.75,11.249999999999998,2.0
4,37.75,11.25,35.75,11.250000000000002,2.0
5,37.75,11.25,35.75,11.25,2.0
6,37.75,11.25,35.75000000000001,11.25,1.999999999999993
7,37.75,11.25,35.75,11.25,2.0
8,37.75,11.25,35.75000000000001,11.250000000000002,1.999999999999993
9,37.75,11.25,35.75,11.25,2.0
10,37.75,11.25,35.74999999999999,11.25,2.000000000000007
11,37.75,11.25,35.75,11.25,2.0
12,37.75,11.25,35.75,11.25,2.0
