,nan_filler,mae,rmse,sd,p50,p75,p90,p95,min,max
0,-92.0,2.0889000477643664,2.392967106279235,1.1679693123104573,2.0,2.744989427580877,3.6337711320420256,4.196730686339531,0.0020535735898192797,7.501539196778268
1,-92.09199999999998,2.0786534838225714,2.3774759172946305,1.1545234323581757,2.0,2.745414212603845,3.631982652674322,4.193252342183479,0.0012979700117377035,7.4307911347842825
2,-92.92,2.078959530025041,2.380165021975686,1.1595073357319456,2.0,2.773797657523232,3.6290417853482286,4.153456865023363,0.0009673931433056282,7.491982445789116
3,-101.2,2.086406918671481,2.404318481401737,1.1954424337215404,2.0,2.8891358472880193,3.669567652985169,4.1102020393791205,0.002409321921886587,7.040685744293935
4,-138.0,2.307688520915204,2.6886791913455723,1.3803894230869251,2.0981700804859886,3.147668058366759,4.000580869992287,4.818591670712222,0.0012884762372378233,7.593841837253825
