,partial_data,mae,rmse,sd,p50,p75,p90,p95,min,max
0,0.9,2.083086781583002,2.382389645818757,1.156199482938593,2.0,2.7640233005672545,3.620173335098347,4.18557093948762,0.0016632843900126204,7.431691703592456
1,0.7,2.0908696565366167,2.4010661960396065,1.180534493132853,2.0000000000000036,2.8553233018502295,3.62067610960217,4.077862932020216,0.0005048496582418238,8.362016182885426
2,0.5,2.085666613079328,2.428140558919692,1.2434510794858256,2.0000000000000036,2.933333333333268,3.6982118412033422,4.18888034622057,0.0013634030607967418,7.6285084800980805
3,0.3,2.1463988738144484,2.531380001621662,1.3420941958239054,2.093795767261719,3.110344107530636,3.7985144699915403,4.397900644945529,4.219484190493006e-05,7.875088903587919
4,0.1,2.6014387526834675,3.0750160225694034,1.639749282859225,2.409442097042472,3.7783566176478693,4.894414969929585,5.50563415380783,0.002265153176594481,7.5865705657041715
