,filename,place,floor,x,y,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:17:df:7d:70:51,00:15:f9:6c:7d:71,00:17:df:7d:70:52,00:17:df:7d:70:50,00:15:f9:6c:7d:70,00:15:f9:6c:7d:72,88:e3:ab:11:f4:ee,00:11:21:66:75:81,00:11:21:66:75:80,00:11:21:66:75:82,00:12:da:9e:32:31,00:12:da:9e:32:32,00:12:da:9e:32:30,00:11:21:6c:4e:71,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:12:80:17:ac:ae,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:12:da:9e:31:91,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
748,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,8,1461872148982,-51.0,-50.0,-50.0,-72.0,-72.0,-71.0,,-84.0,,,-74.0,-84.0,-91.0,,,-89.0,-82.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,,,
749,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,9,1461872148982,-50.0,-50.0,-49.0,-71.0,-72.0,-72.0,,-83.0,,,-85.0,-82.0,-91.0,,,,-84.0,-84.0,-85.0,,,,,,,,,,,,,,,,,,,,
750,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,10,1461872148982,-49.0,-50.0,-49.0,-69.0,-69.0,-69.0,,-82.0,,,-85.0,-87.0,-91.0,,,,-86.0,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,
751,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,11,1461872148982,-48.0,-48.0,-48.0,-68.0,-68.0,-68.0,,-81.0,,,,-80.0,-88.0,,,,-89.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,
752,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,12,1461872148982,-50.0,-49.0,-50.0,-69.0,-69.0,-69.0,,-84.0,,,-86.0,-87.0,-88.0,,,,-85.0,-86.0,-85.0,,,,,,,,,,,,,,,,,,,,
753,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,13,1461872148982,-52.0,-52.0,-52.0,-70.0,-70.0,-70.0,,-83.0,,,-84.0,-84.0,-89.0,,,,-83.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,,,
754,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,14,1461872148982,-52.0,-53.0,-52.0,-75.0,-74.0,-75.0,,-82.0,,,-84.0,-84.0,-89.0,,,,-88.0,-83.0,-88.0,,,,,,,,,,,,,,,,,,,,
755,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,15,1461872148982,-50.0,-50.0,-51.0,-67.0,-67.0,-68.0,,-85.0,,,-84.0,-85.0,-89.0,,,,-85.0,-84.0,-88.0,,,,,,,,,,,,,,,,,,,,
756,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,16,1461872148982,-50.0,-50.0,-50.0,-71.0,-71.0,-72.0,,-83.0,,,-84.0,-85.0,-90.0,,,-89.0,-85.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,
757,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,17,1461872148982,-50.0,-51.0,-50.0,-72.0,-72.0,-72.0,,-83.0,,,,-85.0,-89.0,-88.0,,-89.0,-85.0,-83.0,-84.0,,,,,,,,,,,,,,,,,,,,
758,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,18,1461872148982,-51.0,-50.0,-50.0,-72.0,-71.0,-71.0,,-82.0,,,,-83.0,-88.0,-88.0,,,-82.0,-84.0,-83.0,,,,,,,,,,,,,,,,,,,,
759,"right-to-left-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,234.41371,19,1461872148982,-50.0,-50.0,-50.0,-73.0,-73.0,-73.0,,-83.0,,,,-83.0,-88.0,,,,-85.0,-84.0,-85.0,,,,,,,,,,,,,,,,,,,,
760,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,0,1461870101178,,,,,,,,-62.0,,,-62.0,-61.0,,-87.0,-88.0,-85.0,-70.0,-80.0,-70.0,-68.0,-68.0,-68.0,,-75.0,-75.0,-75.0,-75.0,,-74.0,-74.0,,,,,,,,,
761,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,1,1461870101178,,,,,,,,-58.0,,,-57.0,-58.0,,-84.0,-85.0,-84.0,-73.0,-73.0,-73.0,-65.0,-65.0,-66.0,,-69.0,-78.0,-82.0,-82.0,,-69.0,-69.0,,,,,,,,,
762,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,2,1461870101178,,,,,,,,-59.0,,,-59.0,-54.0,,-88.0,-86.0,-85.0,-70.0,-70.0,-70.0,-63.0,-64.0,-64.0,,-70.0,-75.0,-76.0,-77.0,,-70.0,-70.0,,,,,,,,,
763,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,3,1461870101178,,,,,,,,-54.0,,,-54.0,-55.0,,-85.0,-85.0,-85.0,-72.0,-71.0,-71.0,-63.0,-63.0,-64.0,,-67.0,-74.0,-75.0,-75.0,,-67.0,-67.0,,,,,,,,,
764,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,4,1461870101178,,,,,,,,-56.0,,,-53.0,-56.0,,-85.0,-85.0,-84.0,-77.0,-76.0,-71.0,-64.0,-64.0,-64.0,,-69.0,-75.0,-76.0,-72.0,,-69.0,-67.0,,,,,,,,,
765,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,5,1461870101178,,,,,,,,-55.0,,,-55.0,-55.0,,-84.0,-85.0,-84.0,-75.0,-76.0,-76.0,-64.0,-64.0,-64.0,,-68.0,-75.0,-76.0,-76.0,,-69.0,-68.0,,,,,,,,,
766,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,6,1461870101178,,,,,,,,-52.0,,,-51.0,-53.0,,-87.0,-86.0,-86.0,-77.0,-71.0,-77.0,-64.0,-64.0,-64.0,,-67.0,-75.0,-75.0,-85.0,,-68.0,-67.0,,,,,,,,,
767,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,7,1461870101178,,,,,,,,-56.0,,,-52.0,-57.0,,-86.0,-85.0,-85.0,-70.0,-71.0,-71.0,-63.0,-64.0,-64.0,,-69.0,-85.0,-86.0,-75.0,,-69.0,-68.0,,,,,,,,,
768,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,8,1461870101178,,,,,,,,-56.0,,,-57.0,-56.0,,-85.0,-84.0,-86.0,-76.0,-77.0,-73.0,-64.0,-64.0,-63.0,,-68.0,-76.0,-76.0,-75.0,,-69.0,-67.0,,,,,,,,,
769,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,9,1461870101178,,,,,,,,-56.0,,,-56.0,-56.0,,-85.0,-84.0,-85.0,-71.0,-71.0,-71.0,-63.0,-59.0,-58.0,,-69.0,-76.0,-77.0,-85.0,,-69.0,-69.0,,,,,,,,,
770,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,10,1461870101178,,,,,,,,-54.0,,,-53.0,-57.0,,-86.0,-87.0,-88.0,-72.0,-70.0,-70.0,-68.0,-67.0,-67.0,,-67.0,-79.0,-86.0,-86.0,,-64.0,-66.0,,,,,,,,,
771,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,11,1461870101178,,,,,,,,-58.0,,,-57.0,-57.0,,-85.0,-87.0,-83.0,-72.0,-72.0,-72.0,-66.0,-66.0,-65.0,,-69.0,-75.0,-84.0,-76.0,,-66.0,-66.0,,,,,,,,,
772,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,12,1461870101178,,,,,,,,-53.0,,,-52.0,-52.0,,-85.0,-85.0,-85.0,-78.0,-77.0,-77.0,-63.0,-63.0,-63.0,,-70.0,-75.0,-75.0,-76.0,,-73.0,-73.0,,,,,,,,,
773,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,13,1461870101178,,,,,,,,-56.0,,,-57.0,-56.0,,-86.0,-85.0,-87.0,-77.0,-70.0,-77.0,-65.0,-64.0,-64.0,,-68.0,-75.0,-75.0,-75.0,,-68.0,-68.0,,,,,,,,,
774,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,14,1461870101178,,,,,,,,-56.0,,,-56.0,-57.0,,-85.0,-85.0,-86.0,-78.0,-77.0,-71.0,-64.0,-64.0,-64.0,,-73.0,-75.0,-76.0,-75.0,,-73.0,-72.0,,,,,,,,,
775,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,15,1461870101178,,,,,,,,-56.0,,,-58.0,-57.0,,-85.0,-85.0,-85.0,-71.0,-71.0,-71.0,-69.0,-69.0,-70.0,,-68.0,-75.0,-72.0,-76.0,,-69.0,-68.0,,,,,,,,,
776,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,16,1461870101178,,,,,,,,-56.0,,,-56.0,-56.0,,-87.0,-84.0,-85.0,-73.0,-73.0,-71.0,-63.0,-62.0,-63.0,,-72.0,-78.0,-85.0,-77.0,,-72.0,-72.0,,,,,,,,,
777,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,17,1461870101178,,,,,,,,-56.0,,,-56.0,-57.0,,-85.0,-84.0,-85.0,-69.0,-82.0,-78.0,-63.0,-63.0,-63.0,,-69.0,-76.0,-75.0,-75.0,,-66.0,-69.0,,,,,,,,,
778,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,18,1461870101178,,,,,,,,-56.0,,,-57.0,-56.0,,-84.0,-85.0,-85.0,-70.0,-70.0,-78.0,-65.0,-65.0,-65.0,,-66.0,-75.0,-76.0,-76.0,,-66.0,-68.0,,,,,,,,,
779,"right-to-left-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,238.69931,19,1461870101178,,,,,,,,-56.0,,,-56.0,-56.0,,-84.0,-85.0,-84.0,-71.0,-77.0,-71.0,-72.0,-73.0,-73.0,,-66.0,-71.0,-76.0,-76.0,,-66.0,-66.0,,,,,,,,,
780,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,233.7412,0,1461869960864,-89.0,-88.0,-88.0,,,,,-57.0,,,-58.0,-58.0,,,,,-71.0,-71.0,-72.0,-59.0,-60.0,-59.0,,-71.0,-73.0,-73.0,-73.0,,-71.0,-71.0,,,,,,,,,
781,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,1,1461869960864,-87.0,-88.0,-87.0,,,,,-58.0,,,-59.0,-56.0,,,,-84.0,-77.0,-76.0,-77.0,-59.0,-59.0,-59.0,,-72.0,-72.0,-73.0,-71.0,,-72.0,-71.0,,,,,,,,,
782,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,2,1461869960864,-87.0,-88.0,-87.0,,,,,-57.0,,,-57.0,-57.0,,-90.0,-89.0,-90.0,-74.0,-74.0,-74.0,-59.0,-59.0,-59.0,,-75.0,-71.0,-70.0,-69.0,,-75.0,-73.0,,,,,,,,,
783,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,3,1461869960864,,-88.0,-87.0,,,,,-57.0,,,-57.0,-57.0,,-90.0,-89.0,-90.0,-78.0,-78.0,-75.0,-64.0,-64.0,-65.0,,-67.0,-70.0,-71.0,-71.0,,-67.0,-66.0,,,,,,,,,
784,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,4,1461869960864,-88.0,-88.0,-88.0,,,,,-57.0,,,-57.0,-58.0,,,-89.0,-89.0,-77.0,-77.0,-76.0,-64.0,-65.0,-64.0,,-71.0,-79.0,-72.0,-71.0,,-71.0,-71.0,,,,,,,,,
785,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,5,1461869960864,-88.0,-88.0,-89.0,,,,,-57.0,,,-56.0,-56.0,,-88.0,-89.0,-87.0,-76.0,-76.0,-75.0,-60.0,-59.0,-59.0,,-71.0,-71.0,-71.0,-71.0,,-71.0,-69.0,,,,,,,,,
786,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,6,1461869960864,-88.0,-87.0,-88.0,,,,,-56.0,,,-56.0,-55.0,,-88.0,,-87.0,-77.0,-78.0,-77.0,-72.0,-72.0,-72.0,,-68.0,-71.0,-71.0,-79.0,,-68.0,-66.0,,,,,,,,,
787,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,7,1461869960864,-89.0,-87.0,-87.0,,,,,-57.0,,,-57.0,-57.0,,-88.0,,-87.0,-77.0,-76.0,-76.0,-63.0,-63.0,-61.0,,-68.0,-79.0,-79.0,-72.0,,-68.0,-68.0,,,,,,,,,
788,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,8,1461869960864,-89.0,,-87.0,,,,,-56.0,,,-57.0,-57.0,,,,,-76.0,-76.0,-77.0,-68.0,-69.0,-69.0,,-70.0,-69.0,-71.0,-70.0,,-70.0,-69.0,,,,,,,,,
789,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,9,1461869960864,-89.0,-87.0,-88.0,,,,,-57.0,,,-57.0,-57.0,,-86.0,,-87.0,-76.0,-77.0,-76.0,-62.0,-63.0,-63.0,,-68.0,-70.0,-72.0,-72.0,,-68.0,-68.0,,,,,,,,,
790,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,10,1461869960864,-90.0,-88.0,-87.0,,,,,-56.0,,,-57.0,-56.0,,-86.0,,-87.0,-76.0,-77.0,-76.0,-62.0,-62.0,-61.0,,-69.0,-71.0,-71.0,-71.0,,-68.0,-69.0,,,,,,,,,
791,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,11,1461869960864,-87.0,-88.0,-87.0,,,,,-57.0,,,-56.0,-56.0,,-86.0,,-89.0,-77.0,-76.0,-77.0,-63.0,-63.0,-63.0,,-69.0,-71.0,-69.0,-71.0,,-69.0,-68.0,,,,,,,,,
792,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,12,1461869960864,-89.0,-87.0,,,,,,-57.0,,,-56.0,-57.0,,-86.0,,-86.0,-76.0,-77.0,-77.0,-63.0,-63.0,-63.0,,-69.0,-70.0,-71.0,-71.0,,-69.0,-69.0,,,,,,,,,
793,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,13,1461869960864,-89.0,-87.0,-89.0,,,,,-57.0,,,-56.0,-58.0,,,,-88.0,-76.0,-76.0,-77.0,-59.0,-64.0,-64.0,,-69.0,-71.0,-71.0,-71.0,,-68.0,-67.0,,,,,,,,,
794,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,14,1461869960864,-88.0,,-89.0,,,,,-56.0,,,-57.0,-57.0,,,,-86.0,-77.0,-76.0,-77.0,-68.0,-68.0,-68.0,,-66.0,-72.0,-72.0,-70.0,,-66.0,-66.0,,,,,,,,,
795,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,15,1461869960864,-88.0,-89.0,-89.0,,,,,-57.0,,,-57.0,-57.0,,,-87.0,-86.0,-74.0,-74.0,-74.0,-62.0,-63.0,-63.0,,-72.0,-72.0,-71.0,-72.0,,-73.0,-71.0,,,,,,,,,
796,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,16,1461869960864,-88.0,-89.0,-89.0,,,,,-54.0,,,-54.0,-55.0,,,-87.0,-86.0,-76.0,-76.0,-76.0,-62.0,-63.0,-62.0,,-70.0,-79.0,-80.0,-80.0,,-70.0,-70.0,,,,,,,,,
797,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,17,1461869960864,,,-90.0,,,,,-56.0,,,-56.0,-57.0,,-89.0,,-86.0,-77.0,-77.0,-77.0,-69.0,-70.0,-69.0,,-65.0,-72.0,-70.0,-71.0,,-66.0,-65.0,,,,,,,,,
798,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,18,1461869960864,,-88.0,-88.0,,,,,-57.0,,,-57.0,-56.0,,-89.0,,-86.0,-77.0,-76.0,-76.0,-63.0,-64.0,-66.0,,-67.0,-72.0,-72.0,-71.0,,-68.0,-67.0,,,,,,,,,
799,"right-to-left-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,253.25833,19,1461869960864,,-88.0,-88.0,,,,,-57.0,,,-57.0,-57.0,,-88.0,,-89.0,-76.0,-76.0,-77.0,-67.0,-67.0,-67.0,,-67.0,-72.0,-71.0,-71.0,,-68.0,-68.0,,,,,,,,,
800,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,0,1461869834476,,,,,,,,-67.0,,,-67.0,-66.0,,,,,-66.0,-66.0,-66.0,-59.0,-58.0,-58.0,,-64.0,-76.0,-76.0,-77.0,,-66.0,-66.0,,,,,,,,,
801,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,1,1461869834476,,,,,,,,-66.0,,,-65.0,-66.0,,,,,-71.0,-74.0,-74.0,-52.0,-52.0,-53.0,,-67.0,-80.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
802,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,2,1461869834476,,,,,,,,-64.0,,,-69.0,-64.0,,,,-90.0,-73.0,-70.0,-69.0,-52.0,-52.0,-52.0,,-68.0,-80.0,-80.0,-79.0,,-68.0,-68.0,,-88.0,,,,,,,
803,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,3,1461869834476,,,,,,,,-65.0,,,-65.0,-65.0,,,,-90.0,-73.0,-73.0,-72.0,-52.0,-52.0,-52.0,,-68.0,-79.0,-78.0,-78.0,,-68.0,-68.0,,-88.0,,,,,,,
804,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,4,1461869834476,,,,,,,,-67.0,,,-64.0,-67.0,,-89.0,,,-74.0,-73.0,-74.0,-52.0,-52.0,-52.0,,-67.0,-79.0,-79.0,-78.0,,-67.0,-67.0,,,,,,,,,
805,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,5,1461869834476,,,,,,,,-68.0,,,-68.0,-68.0,,-89.0,,-89.0,-73.0,-73.0,-72.0,-53.0,-52.0,-52.0,,-67.0,-79.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
806,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,6,1461869834476,,,,,,,,-66.0,,,-67.0,-67.0,,,,-89.0,-72.0,-72.0,-71.0,-53.0,-53.0,-53.0,,-66.0,-79.0,-78.0,-79.0,,-67.0,-67.0,,,,,,,,,
807,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,7,1461869834476,,,,,,,,-67.0,,,-67.0,-69.0,,,,,-71.0,-70.0,-72.0,-54.0,-54.0,-54.0,,-67.0,-78.0,-79.0,-80.0,,-66.0,-67.0,,,,,,,,,
808,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,8,1461869834476,,,,,,,,-68.0,,,-68.0,-68.0,,,,,-72.0,-72.0,-70.0,-54.0,-54.0,-54.0,,-67.0,-79.0,-80.0,-79.0,,-67.0,-67.0,,,,,,,,,
809,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,9,1461869834476,,,,,,,,-68.0,,,-68.0,-68.0,,,,,-73.0,-72.0,-72.0,-52.0,-52.0,-52.0,,-67.0,-79.0,-78.0,-79.0,,-67.0,-67.0,,,,,,,,,
810,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,10,1461869834476,,,,,,,,-68.0,,,-67.0,-68.0,,,,,-72.0,-72.0,-69.0,-52.0,-52.0,-52.0,,-67.0,-79.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
811,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,11,1461869834476,,,,,,,,-67.0,,,-68.0,-69.0,,-89.0,-88.0,,-72.0,-73.0,-72.0,-52.0,-52.0,-52.0,,-67.0,-80.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
812,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,12,1461869834476,,,,,,,,-67.0,,,-69.0,-68.0,,-89.0,-88.0,-89.0,-71.0,-72.0,-70.0,-53.0,-52.0,-52.0,,-67.0,-81.0,-80.0,-79.0,,-67.0,-67.0,,,,,,,,,
813,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,13,1461869834476,,,,,,,,-68.0,,,-67.0,-68.0,,,,-89.0,-71.0,-70.0,-72.0,-52.0,-52.0,-52.0,,-67.0,-79.0,-79.0,-79.0,,-67.0,-71.0,,,,,,,,,
814,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,14,1461869834476,,,,,,,,-68.0,,,-67.0,-68.0,,,,,-72.0,-72.0,-73.0,-52.0,-52.0,-52.0,,-66.0,-79.0,-78.0,-80.0,,-67.0,-67.0,,,,,,,,,
815,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,15,1461869834476,,,,,,,,-67.0,,,-68.0,-68.0,,,,,-72.0,-72.0,-70.0,-52.0,-52.0,-53.0,,-67.0,-79.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
816,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,16,1461869834476,,,,,,,,-67.0,,,-66.0,-67.0,,,,,-70.0,-73.0,-73.0,-52.0,-52.0,-53.0,,-67.0,-80.0,-80.0,-79.0,,-67.0,-67.0,,,,,,,,,
817,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,17,1461869834476,,,,,,,,-69.0,,,-67.0,-69.0,,,,,-72.0,-72.0,-70.0,-52.0,-52.0,-53.0,,-67.0,-80.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
818,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,18,1461869834476,,,,,,,,-67.0,,,-67.0,-67.0,,,,,-72.0,-70.0,-73.0,-52.0,-52.0,-52.0,,-66.0,-79.0,-80.0,-80.0,,-67.0,-67.0,,,,,,,,,
819,"right-to-left-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,233.7412,19,1461869834476,,,,,,,,-69.0,,,-68.0,-69.0,,,,,-72.0,-72.0,-73.0,-52.0,-52.0,-52.0,,-66.0,-79.0,-79.0,-79.0,,-67.0,-67.0,,,,,,,,,
820,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,0,1461869722688,,,,,,,,-62.0,,,-62.0,-62.0,,,,,-76.0,-77.0,-77.0,-54.0,-54.0,-54.0,,-64.0,-78.0,-78.0,-78.0,,-64.0,-64.0,,,,,,,,,
821,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,1,1461869722688,,,,,,,,-68.0,,,-69.0,-69.0,,,,,-79.0,-77.0,-79.0,-54.0,-53.0,-54.0,,-74.0,-85.0,-76.0,-76.0,,-74.0,-73.0,,,,,,,,,
822,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,2,1461869722688,,,,,,,,-69.0,,,-69.0,-68.0,,,,,-77.0,-78.0,-77.0,-67.0,-68.0,-67.0,,-60.0,-75.0,-74.0,-73.0,,-60.0,-60.0,,,,,,,,,
823,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,3,1461869722688,,,,,,,,-69.0,,,-69.0,-68.0,,,,,-73.0,-75.0,-73.0,-53.0,-54.0,-54.0,,-60.0,-74.0,-74.0,-74.0,,-59.0,-59.0,,,,,,,,,
824,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,4,1461869722688,,,,,,,,-68.0,,,-67.0,-67.0,,,,,-79.0,-79.0,-79.0,-59.0,-59.0,-59.0,,-60.0,-74.0,-74.0,-74.0,,-64.0,-59.0,,,,,,,,,
825,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,5,1461869722688,,,,,,,,-64.0,,,-64.0,-64.0,,,,,-79.0,-80.0,-79.0,-50.0,-50.0,-50.0,,-64.0,-74.0,-74.0,-74.0,,-64.0,-64.0,,,,,,,,,
826,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,6,1461869722688,,,,,,,,-68.0,,,-69.0,-69.0,,,,,-74.0,-75.0,-73.0,-53.0,-53.0,-52.0,,-64.0,-73.0,-73.0,-73.0,,-64.0,-64.0,,,,,,,,,
827,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,7,1461869722688,,,,,,,,-67.0,,,-68.0,-68.0,,,,,-76.0,-77.0,-74.0,-51.0,-51.0,-51.0,,-59.0,-75.0,-75.0,-74.0,,-60.0,-59.0,,,,,,,,,
828,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,8,1461869722688,,,,,,,,-68.0,,,-68.0,-67.0,,,,,-76.0,-76.0,-76.0,-51.0,-51.0,-51.0,,-62.0,-73.0,-74.0,-74.0,,-62.0,-62.0,,,,,,,,,
829,"right-to-left-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,217.90454,9,1461869722688,,,,,,,,-67.0,,,-72.0,-71.0,,,,,-76.0,-75.0,-75.0,-50.0,-50.0,-50.0,,-61.0,-74.0,-75.0,-75.0,,-61.0,-61.0,,,,,,,,,
