,filename,place,floor,x,y,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:17:df:7d:70:51,00:15:f9:6c:7d:71,00:17:df:7d:70:52,00:17:df:7d:70:50,00:15:f9:6c:7d:70,00:15:f9:6c:7d:72,88:e3:ab:11:f4:ee,00:11:21:66:75:81,00:11:21:66:75:80,00:11:21:66:75:82,00:12:da:9e:32:31,00:12:da:9e:32:32,00:12:da:9e:32:30,00:11:21:6c:4e:71,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:12:80:17:ac:ae,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:12:da:9e:31:91,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
195,"left-to-right-point(15.75,11.25).json",ed2.fct.unl.pt,2,15.75,11.25,340.5757,15,1461866954952,-82.0,-84.0,-83.0,,,,,-49.0,,,-53.0,-53.0,,-84.0,-84.0,-84.0,-69.0,-68.0,-69.0,-73.0,-73.0,-73.0,,-78.0,-72.0,-73.0,-72.0,,-79.0,-78.0,,,,,,,,,
196,"left-to-right-point(15.75,11.25).json",ed2.fct.unl.pt,2,15.75,11.25,340.5757,16,1461866954952,-83.0,-83.0,-84.0,,,,,-56.0,,,-57.0,-56.0,,-82.0,-85.0,-84.0,-66.0,-66.0,-66.0,-61.0,-61.0,-61.0,,-75.0,-76.0,-79.0,-79.0,,-75.0,-75.0,,,,,,,,,
197,"left-to-right-point(15.75,11.25).json",ed2.fct.unl.pt,2,15.75,11.25,340.5757,17,1461866954952,-81.0,-83.0,-82.0,,,,,-50.0,,,-57.0,-58.0,,-79.0,-85.0,-80.0,-70.0,-72.0,-71.0,-70.0,-70.0,-70.0,,-82.0,-77.0,-81.0,-75.0,,-81.0,-84.0,,,,,,,,,
198,"left-to-right-point(15.75,11.25).json",ed2.fct.unl.pt,2,15.75,11.25,340.5757,18,1461866954952,-83.0,-84.0,-85.0,,,,,-58.0,,,-59.0,-58.0,,-81.0,-81.0,-81.0,-71.0,-71.0,-70.0,-77.0,-76.0,-77.0,,-74.0,-74.0,-73.0,-74.0,,-76.0,-74.0,,,,,,,,,
199,"left-to-right-point(15.75,11.25).json",ed2.fct.unl.pt,2,15.75,11.25,340.5757,19,1461866954952,-85.0,-84.0,-84.0,,,,,-54.0,,,-57.0,-57.0,,-81.0,-87.0,-86.0,-65.0,-65.0,-65.0,-62.0,-62.0,-62.0,,-75.0,-78.0,-80.0,-77.0,,-75.0,-75.0,,,,,,,,,
200,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,340.5757,0,1461867307650,-86.0,-86.0,-85.0,,,,,-57.0,,,-57.0,-57.0,,-81.0,-80.0,-81.0,-52.0,-52.0,-52.0,-67.0,-67.0,-67.0,,-79.0,-77.0,-77.0,-76.0,,-80.0,-78.0,,,,,,,,,
201,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,1,1461867307650,-84.0,-84.0,-83.0,,,,,-52.0,,,-51.0,-51.0,,-81.0,-88.0,-87.0,-57.0,-57.0,-57.0,-71.0,-67.0,-67.0,,-75.0,-71.0,-71.0,-71.0,,-75.0,-73.0,,,,,,,,,
202,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,2,1461867307650,-83.0,-84.0,-83.0,,,,,-49.0,,,-49.0,-49.0,,-84.0,-85.0,-86.0,-52.0,-55.0,-55.0,-73.0,-72.0,-72.0,,-72.0,-78.0,-73.0,-72.0,,-73.0,-74.0,,,,,,,,,
203,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,3,1461867307650,-83.0,-87.0,-83.0,,,,,-53.0,,,-53.0,-53.0,,-86.0,-85.0,-85.0,-57.0,-57.0,-57.0,-72.0,-72.0,-72.0,,-76.0,-72.0,-73.0,-77.0,,-76.0,-76.0,,,,,,,,,
204,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,4,1461867307650,-84.0,-83.0,-86.0,,,,,-50.0,,,-51.0,-50.0,,-86.0,-86.0,-88.0,-55.0,-49.0,-49.0,-67.0,-74.0,-67.0,,-77.0,-73.0,-73.0,-73.0,,-73.0,-76.0,,,,,,,,,
205,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,5,1461867307650,-85.0,-86.0,-85.0,,,,,-48.0,,,-49.0,-49.0,,,-86.0,-88.0,-49.0,-55.0,-56.0,-71.0,-71.0,-71.0,,-77.0,-74.0,-74.0,-74.0,,-76.0,-72.0,,,,,,,,,
206,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,6,1461867307650,-87.0,-87.0,-87.0,,,,,-49.0,,,-52.0,-51.0,,,,-86.0,-57.0,-56.0,-48.0,-68.0,-67.0,-68.0,,-76.0,-74.0,-73.0,-74.0,,-76.0,-73.0,,,,,,,,,
207,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,7,1461867307650,-86.0,-85.0,-85.0,,,,,-50.0,,,-49.0,-50.0,,-86.0,-87.0,-88.0,-56.0,-56.0,-57.0,-67.0,-67.0,-67.0,,-72.0,-72.0,-73.0,-75.0,,-73.0,-71.0,,,,,,,,,
208,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,8,1461867307650,-83.0,-84.0,-83.0,,,,,-61.0,,,-61.0,-58.0,,-86.0,-87.0,-85.0,-56.0,-55.0,-55.0,-66.0,-65.0,-65.0,,-72.0,-77.0,-73.0,-76.0,,-73.0,-71.0,,,,,,,,,
209,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,9,1461867307650,-83.0,-82.0,-83.0,,,,,-52.0,,,-53.0,-52.0,,,,-87.0,-58.0,-58.0,-52.0,-66.0,-66.0,-66.0,,-73.0,-73.0,-76.0,-77.0,,-73.0,-83.0,,,,,,,,,
210,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,10,1461867307650,-86.0,-85.0,-86.0,,,,,-51.0,,,-50.0,-52.0,,,,-89.0,-50.0,-56.0,-51.0,-65.0,-65.0,-65.0,,-72.0,-75.0,-73.0,-76.0,,-81.0,-73.0,,,,,,,,,
211,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,11,1461867307650,-85.0,-83.0,-84.0,,,,,-49.0,,,-49.0,-48.0,,-87.0,-88.0,-86.0,-53.0,-53.0,-48.0,-73.0,-73.0,-73.0,,-79.0,-73.0,-74.0,-74.0,,-79.0,-80.0,,,,,,,,,
212,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,12,1461867307650,-83.0,-85.0,-83.0,,,,,-48.0,,,-48.0,-47.0,,-88.0,-87.0,-86.0,-56.0,-55.0,-56.0,-65.0,-66.0,-66.0,,-75.0,-72.0,-72.0,-72.0,,-75.0,-73.0,,,,,,,,,
213,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,13,1461867307650,-87.0,-86.0,-86.0,,,,,-51.0,,,-52.0,-51.0,,-86.0,-85.0,-85.0,-55.0,-51.0,-50.0,-66.0,-65.0,-65.0,,-70.0,-72.0,-72.0,-73.0,,-74.0,-70.0,,,,,,,,,
214,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,14,1461867307650,-84.0,-84.0,-84.0,,,,,-52.0,,,-51.0,-53.0,,-87.0,-85.0,-88.0,-57.0,-57.0,-56.0,-69.0,-69.0,-70.0,,-75.0,-73.0,-76.0,-77.0,,-73.0,-74.0,,,,,,,,,
215,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,15,1461867307650,-83.0,-84.0,-83.0,,,,,-53.0,,,-53.0,-53.0,,-87.0,-87.0,-85.0,-57.0,-65.0,-57.0,-70.0,-70.0,-70.0,,-75.0,-77.0,-73.0,-76.0,,-73.0,-74.0,,,,,,,,,
216,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,16,1461867307650,-82.0,-83.0,-82.0,,,,,-52.0,,,-52.0,-51.0,,,-87.0,-88.0,-56.0,-57.0,-57.0,-71.0,-72.0,-67.0,,-78.0,-72.0,-73.0,-72.0,,-72.0,-70.0,,,,,,,,,
217,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,17,1461867307650,-85.0,-88.0,-87.0,,,,,-51.0,,,-52.0,-51.0,,-87.0,,-86.0,-51.0,-56.0,-51.0,-72.0,-66.0,-73.0,,-76.0,-74.0,-76.0,-75.0,,-74.0,-75.0,,,,,,,,,
218,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,18,1461867307650,-83.0,-83.0,-84.0,,,,,-49.0,,,-50.0,-50.0,,-87.0,,-84.0,-51.0,-57.0,-51.0,-66.0,-66.0,-66.0,,-74.0,-73.0,-77.0,-76.0,,-75.0,-73.0,,,,,,,,,
219,"left-to-right-point(17.75,11.25).json",ed2.fct.unl.pt,2,17.75,11.25,359.69815,19,1461867307650,-85.0,-84.0,-85.0,,,,,-50.0,,,-50.0,-50.0,,-85.0,,-86.0,-59.0,-59.0,-53.0,-69.0,-69.0,-69.0,,-75.0,-72.0,-71.0,-77.0,,-76.0,-73.0,,,,,,,,,
220,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,359.69815,0,1461867423734,,,,,,,,-56.0,,,-56.0,-56.0,,-87.0,,-85.0,-63.0,-61.0,-63.0,-61.0,-62.0,-63.0,,-72.0,-81.0,-80.0,-81.0,,-72.0,-72.0,,,,,,,,,
221,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,1,1461867423734,,,,,,,,-63.0,,,-56.0,-63.0,,-83.0,,-83.0,-61.0,-61.0,-61.0,-71.0,-78.0,-79.0,,-70.0,-79.0,-78.0,-77.0,,-70.0,-70.0,,,,,,,,,
222,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,2,1461867423734,,,,,,,,-57.0,,,-56.0,-57.0,,-80.0,-82.0,-81.0,-63.0,-63.0,-62.0,-71.0,-70.0,-71.0,,-69.0,-74.0,-75.0,-74.0,,-70.0,-68.0,,,,,,,,,
223,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,3,1461867423734,,,,,,,,-51.0,,,-51.0,-51.0,,-82.0,-82.0,-81.0,-63.0,-62.0,-62.0,-72.0,-71.0,-72.0,,-72.0,-78.0,-79.0,-79.0,,-72.0,-72.0,,,,,,,,,
224,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,4,1461867423734,,,-87.0,,,,,-58.0,,,-59.0,-61.0,,-82.0,,-82.0,-63.0,-63.0,-60.0,-76.0,-76.0,-76.0,,-72.0,-79.0,-79.0,-78.0,,-72.0,-71.0,,,,,,,,,
225,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,5,1461867423734,-87.0,-87.0,-87.0,,,,,-61.0,,,-59.0,-59.0,,-82.0,,-82.0,-64.0,-64.0,-64.0,-69.0,-70.0,-70.0,,-71.0,-78.0,-78.0,-78.0,,-72.0,-72.0,,,,,,,,,
226,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,6,1461867423734,-87.0,-86.0,-86.0,,,,,-59.0,,,-58.0,-58.0,,-84.0,,-84.0,-61.0,-64.0,-60.0,-71.0,-71.0,-71.0,,-71.0,-79.0,-79.0,-78.0,,-70.0,-70.0,,,,,,,,,
227,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,7,1461867423734,-87.0,-86.0,-86.0,,,,,-56.0,,,-55.0,-55.0,,-82.0,-84.0,-81.0,-65.0,-62.0,-65.0,-71.0,-70.0,-70.0,,-72.0,-79.0,-80.0,-78.0,,-72.0,-72.0,,,,,,,,,
228,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,8,1461867423734,,,,,,,,-60.0,,,-57.0,-60.0,,-83.0,-84.0,-83.0,-64.0,-63.0,-61.0,-69.0,-69.0,-70.0,,-73.0,-80.0,-79.0,-80.0,,-73.0,-73.0,,,,,,,,,
229,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,9,1461867423734,,,,,,,,-57.0,,,-56.0,-56.0,,-81.0,-83.0,-81.0,-65.0,-65.0,-64.0,-75.0,-74.0,-70.0,,-75.0,-79.0,-79.0,-79.0,,-80.0,-76.0,,,,,,,,,
230,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,10,1461867423734,,,,,,,,-54.0,,,-53.0,-54.0,,-84.0,-83.0,-84.0,-61.0,-71.0,-61.0,-73.0,-74.0,-75.0,,-72.0,-77.0,-77.0,-78.0,,-73.0,-72.0,,,,,,,,,
231,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,11,1461867423734,,,,,,,,-54.0,,,-53.0,-54.0,,-83.0,-82.0,-82.0,-62.0,-63.0,-62.0,-74.0,-74.0,-75.0,,-72.0,-78.0,-78.0,-77.0,,-72.0,-72.0,,,,,,,,,
232,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,12,1461867423734,,,,,,,,-53.0,,,-53.0,-54.0,,-83.0,-82.0,-80.0,-64.0,-64.0,-64.0,-69.0,-69.0,-70.0,,-71.0,-80.0,-79.0,-80.0,,-72.0,-72.0,,,,,,,,,
233,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,13,1461867423734,,,,,,,,-57.0,,,-57.0,-58.0,,-83.0,-84.0,-80.0,-63.0,-63.0,-62.0,-69.0,-69.0,-69.0,,-71.0,-79.0,-76.0,-78.0,,-71.0,-71.0,,,,,,,,,
234,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,14,1461867423734,-87.0,-90.0,-87.0,,,,,-57.0,,,-58.0,-57.0,,-83.0,-82.0,-83.0,-63.0,-64.0,-64.0,-76.0,-76.0,-76.0,,-72.0,-78.0,-78.0,-78.0,,-71.0,-71.0,,,,,,,,,
235,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,15,1461867423734,-87.0,-90.0,-87.0,,,,,-57.0,,,-57.0,-57.0,,-83.0,-82.0,-83.0,-62.0,-62.0,-62.0,-73.0,-73.0,-73.0,,-71.0,-79.0,-79.0,-79.0,,-71.0,-71.0,,,,,,,,,
236,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,16,1461867423734,,,,,,,,-54.0,,,-61.0,-55.0,,,,,-63.0,-63.0,-62.0,-68.0,-68.0,-68.0,,-71.0,-77.0,-79.0,-78.0,,-72.0,-72.0,,,,,,,,,
237,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,17,1461867423734,,,,,,,,-55.0,,,-56.0,-56.0,,-82.0,,-83.0,-68.0,-68.0,-68.0,-69.0,-69.0,-70.0,,-73.0,-79.0,-79.0,-79.0,,-74.0,-73.0,,,,,,,,,
238,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,18,1461867423734,,,,,,,,-57.0,,,-58.0,-57.0,,-82.0,,-83.0,-61.0,-61.0,-60.0,-76.0,-76.0,-76.0,,-71.0,-78.0,-78.0,-79.0,,-71.0,-70.0,,,,,,,,,
239,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,19,1461867423734,,,,,,,,-62.0,,,-62.0,-62.0,,-83.0,-82.0,-82.0,-62.0,-62.0,-62.0,-72.0,-71.0,-72.0,,-70.0,-79.0,-79.0,-79.0,,-71.0,-70.0,,,,,,,,,
240,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,0,1461865106384,-53.0,-54.0,-53.0,-68.0,-67.0,-67.0,,,,,-81.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,1,1461865106384,-53.0,-53.0,-53.0,-72.0,-72.0,-72.0,,-78.0,,,-79.0,-77.0,,,,,-85.0,-86.0,-85.0,,,,,,,,,,,,,,,,,,,,
242,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,2,1461865106384,-50.0,-51.0,-51.0,-68.0,-67.0,-67.0,,-76.0,,,-77.0,-81.0,,,,,-84.0,-84.0,-85.0,,,,,,,,,,,,,,,,,,,,
243,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,3,1461865106384,-50.0,-51.0,-51.0,-67.0,-67.0,-67.0,,-78.0,,,-78.0,-78.0,,,,,-87.0,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,
244,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,4,1461865106384,-54.0,-54.0,-54.0,-65.0,-66.0,-66.0,,-78.0,,,-79.0,-78.0,,,,,-86.0,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,
245,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,5,1461865106384,-53.0,-53.0,-53.0,-66.0,-67.0,-67.0,,-77.0,,,-77.0,-76.0,,,,,-85.0,-84.0,-84.0,,,,,,,,,,,,,,,,,,,,
246,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,6,1461865106384,-55.0,-56.0,-55.0,-66.0,-66.0,-66.0,-87.0,-76.0,-89.0,-88.0,-77.0,-81.0,,,,,-84.0,-85.0,-85.0,,,,,,,,,,,,,,,,,,,,
247,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,7,1461865106384,-54.0,-55.0,-55.0,-65.0,-65.0,-65.0,-86.0,-81.0,-89.0,-88.0,-76.0,-78.0,,,,,-84.0,-85.0,-84.0,,,,,,,,,,,,,,,,,,,,
248,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,8,1461865106384,-52.0,-52.0,-52.0,-67.0,-67.0,-67.0,-86.0,-82.0,,,-78.0,-78.0,,,,,-85.0,-89.0,-86.0,,,,,,,,,,,,,,,,,,,,
249,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,9,1461865106384,-52.0,-52.0,-52.0,-68.0,-67.0,-67.0,,-81.0,,,-84.0,-81.0,,,,,-85.0,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,
250,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,10,1461865106384,-51.0,-52.0,-51.0,-67.0,-67.0,-67.0,,-77.0,-90.0,,-77.0,-76.0,,,,,-85.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,
251,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,11,1461865106384,-52.0,-52.0,-52.0,-67.0,-67.0,-67.0,,-78.0,-89.0,,-77.0,-78.0,,,,,-87.0,-89.0,-88.0,,,,,,,,,,,,,,,,,,,,
252,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,12,1461865106384,-52.0,-52.0,-52.0,-67.0,-68.0,-68.0,-90.0,-76.0,-89.0,,-77.0,-82.0,,,,,-85.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,
253,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,13,1461865106384,-52.0,-52.0,-56.0,-77.0,-76.0,-77.0,-90.0,-78.0,-89.0,,-76.0,-76.0,,,,,-87.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,
254,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,14,1461865106384,-55.0,-57.0,-57.0,-67.0,-67.0,-67.0,-89.0,-82.0,-89.0,,-77.0,-77.0,,,,,-87.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,
255,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,15,1461865106384,-52.0,-52.0,-52.0,-68.0,-68.0,-68.0,-89.0,-83.0,,,-82.0,-77.0,,,,,-85.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,
256,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,16,1461865106384,-51.0,-51.0,-51.0,-67.0,-68.0,-68.0,,-74.0,,,-78.0,-79.0,,,,,-88.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,
257,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,17,1461865106384,-57.0,-56.0,-57.0,-67.0,-67.0,-67.0,-90.0,-74.0,-88.0,,-77.0,-77.0,,,,,-85.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,
258,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,18,1461865106384,-55.0,-55.0,-56.0,-67.0,-68.0,-68.0,-90.0,-77.0,-89.0,,-78.0,-76.0,,,,,-86.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,
259,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,19,1461865106384,-55.0,-55.0,-55.0,-68.0,-69.0,-68.0,-89.0,-78.0,-89.0,,-82.0,-82.0,,,,,-86.0,-86.0,-88.0,,,,,,,,,,,,,,,,,,,,
260,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,4.241028,0,1461867526905,,,,,,,,-61.0,,,-60.0,-61.0,,-87.0,-88.0,-88.0,-67.0,-67.0,-67.0,-63.0,-61.0,-63.0,,-77.0,-80.0,-79.0,-79.0,,-71.0,-76.0,,,,,,,,,
261,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,1,1461867526905,,,,,,,,-53.0,,,-52.0,-59.0,,,-88.0,,-68.0,-65.0,-65.0,-61.0,-61.0,-62.0,,-69.0,-80.0,-80.0,-80.0,,-69.0,-69.0,,,,,,,,,
262,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,2,1461867526905,,,,,,,,-52.0,,,-53.0,-52.0,,,,,-70.0,-70.0,-70.0,-67.0,-66.0,-66.0,,-69.0,-79.0,-79.0,-79.0,,-69.0,-68.0,,,,,,,,,
263,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,3,1461867526905,,,,,,,,-61.0,,,-58.0,-60.0,,,-88.0,-87.0,-67.0,-68.0,-67.0,-69.0,-69.0,-69.0,,-73.0,-73.0,-76.0,-75.0,,-72.0,-66.0,,,,,,,,,
264,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,4,1461867526905,,,,,,,,-60.0,,,-59.0,-59.0,,-88.0,-88.0,-87.0,-67.0,-67.0,-66.0,-64.0,-64.0,-64.0,,-71.0,-76.0,-76.0,-76.0,,-71.0,-72.0,,,,,,,,,
265,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,5,1461867526905,,,,,,,,-57.0,,,-57.0,-58.0,,-87.0,,-87.0,-67.0,-66.0,-67.0,-74.0,-64.0,-63.0,,-66.0,-78.0,-77.0,-78.0,,-66.0,-67.0,,,,,,,,,
266,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,6,1461867526905,,,,,,,,-60.0,,,-58.0,-59.0,,-87.0,,-87.0,-67.0,-66.0,-68.0,-65.0,-65.0,-65.0,,-70.0,-76.0,-77.0,-77.0,,-66.0,-66.0,,,,,,,,,
267,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,7,1461867526905,,,,,,,,-59.0,,,-58.0,-58.0,,,,-87.0,-66.0,-67.0,-67.0,-68.0,-68.0,-67.0,,-69.0,-76.0,-75.0,-77.0,,-70.0,-69.0,,,,,,,,,
268,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,8,1461867526905,,,,,,,,-59.0,,,-61.0,-60.0,,-87.0,,-87.0,-68.0,-67.0,-69.0,-70.0,-71.0,-70.0,,-70.0,-79.0,-77.0,-77.0,,-70.0,-70.0,,,,,,,,,
269,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,9,1461867526905,,,,,,,,-60.0,,,-60.0,-60.0,,-89.0,,-87.0,-68.0,-67.0,-68.0,-66.0,-66.0,-66.0,,-70.0,-79.0,-77.0,-77.0,,-71.0,-70.0,,,,,,,,,
270,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,10,1461867526905,,,,,,,,-59.0,,,-59.0,-61.0,,-89.0,,,-68.0,-67.0,-68.0,-66.0,-65.0,-63.0,,-70.0,-72.0,-75.0,-79.0,,-70.0,-67.0,,,,,,,,,
271,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,11,1461867526905,,,,,,,,-59.0,,,-59.0,-58.0,,,,,-67.0,-66.0,-66.0,-66.0,-65.0,-63.0,,-66.0,-76.0,-77.0,-78.0,,-69.0,-66.0,,,,,,,,,
272,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,12,1461867526905,,,,,,,,-58.0,,,-59.0,-59.0,,,,-86.0,-66.0,-67.0,-66.0,-64.0,-65.0,-65.0,,-69.0,-75.0,-76.0,-77.0,,-69.0,-68.0,,,,,,,,,
273,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,13,1461867526905,,,,,,,,-60.0,,,-59.0,-59.0,,,,-88.0,-68.0,-67.0,-68.0,-66.0,-66.0,-62.0,,-70.0,-77.0,-75.0,-76.0,,-67.0,-70.0,,,,,,,,,
274,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,14,1461867526905,,,,,,,,-59.0,,,-59.0,-59.0,,,,-88.0,-68.0,-67.0,-68.0,-67.0,-67.0,-67.0,,-67.0,-78.0,-73.0,-78.0,,-67.0,-67.0,,,,,,,,,
275,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,15,1461867526905,,,,,,,,-59.0,,,-60.0,-59.0,,,,-88.0,-67.0,-67.0,-68.0,-66.0,-70.0,-66.0,,-70.0,-76.0,-77.0,-73.0,,-70.0,-69.0,,,,,,,,,
