,partial_data,mae,rmse,sd,p50,p75,p90,p95,min,max
0,1.0,0.276171532167712,0.715979755088789,0.6606387690968217,1.7798229048217483e-15,0.3407670822522795,0.8335034754805373,1.5476227998852625,0.0,6.0
1,0.9,0.22232405499802962,0.6431523791881689,0.6035710004011181,1.7763568394002505e-15,7.32410687763558e-15,0.7549300956425223,1.2107041977395836,0.0,6.0
2,0.7,0.2594247273268149,0.6610889985234211,0.608147429087307,1.790180836524724e-15,0.3334455196226289,0.7836740992762173,1.4350820158724125,0.0,6.000000000000001
3,0.5,0.33341032964675826,0.7213016715580804,0.6397478913002247,3.552713678800501e-15,0.38869878776611055,1.0900779041352144,1.5931121609132353,0.0,6.0
4,0.3,0.5696477928125759,0.8990012163966056,0.6957206796330314,0.3408965697926174,0.7544672933938852,1.3804166928920605,1.8553091621051396,0.0,6.583660183427302
5,0.25,0.6684412063891003,0.9724006020610895,0.7065044963569256,0.4396444925119525,0.8662552427026253,1.5176928130311047,2.0067677119614267,0.0,5.635213870654113
