,mae,rmse,sd,p50,p75,p90,p95,min,max
0,2.0786534838225714,2.3774759172946305,1.1545234323581757,2.0,2.745414212603845,3.631982652674322,4.193252342183479,0.0012979700117377035,7.4307911347842825
