Fingerprint ID,coordinate_X,coordinate_Y,00:12:da:9e:32:31,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:6c:4e:72,00:11:21:6c:4e:71,00:15:f9:6c:7d:21,00:11:21:6c:50:e2,00:11:21:6c:4e:70,00:11:21:6c:50:e1,00:11:21:6c:50:e0,00:12:da:9e:32:32,00:15:f9:6c:7d:20,00:15:f9:6c:7d:22,00:11:21:66:75:81,00:11:21:66:75:82,00:11:21:66:75:80,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:1b:fc:22:43:4e,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:12:80:17:ac:ae,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:17:df:7d:70:51,00:17:df:7d:70:52,00:12:da:9e:31:91,00:0f:60:06:71:2e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
302,25.75,11.25,-72.0,-61.0,-62.0,-61.0,-72.0,-59.0,-68.0,-73.0,-80.0,-68.0,-80.0,-81.0,-72.0,-73.0,-72.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,
303,25.75,11.25,-72.0,-61.0,-61.0,-62.0,-72.0,-60.0,-62.0,-69.0,-79.0,-60.0,-81.0,-80.0,-76.0,-69.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,
304,25.75,11.25,-73.0,-59.0,-63.0,-59.0,-73.0,-58.0,-58.0,-77.0,-79.0,-57.0,-82.0,-80.0,-73.0,-78.0,-77.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,
305,25.75,11.25,-74.0,-59.0,-59.0,-58.0,-74.0,-60.0,-59.0,-75.0,-80.0,-59.0,-79.0,-79.0,-74.0,-75.0,-76.0,-87.0,-88.0,,,,,,,,,,,,,,,,,,,,,,
306,25.75,11.25,-75.0,-59.0,-61.0,-59.0,-74.0,-58.0,-59.0,-76.0,-79.0,-59.0,-78.0,-79.0,-75.0,-76.0,-76.0,-89.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,
307,25.75,11.25,-74.0,-59.0,-62.0,-59.0,-74.0,-66.0,-67.0,-75.0,-79.0,-66.0,-79.0,-80.0,-74.0,-75.0,-74.0,-88.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,
308,25.75,11.25,-74.0,-62.0,-61.0,-62.0,-74.0,-67.0,-67.0,-75.0,-79.0,-67.0,-79.0,-79.0,-73.0,-75.0,-75.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,
309,25.75,11.25,-80.0,-60.0,-59.0,-59.0,-79.0,-58.0,-59.0,-75.0,-78.0,-59.0,-79.0,-78.0,-79.0,-75.0,-75.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,
310,25.75,11.25,-73.0,-59.0,-59.0,-62.0,-73.0,-59.0,-59.0,-75.0,-79.0,-58.0,-79.0,-79.0,-73.0,-67.0,-75.0,-88.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,
311,25.75,11.25,-73.0,-59.0,-59.0,-59.0,-74.0,-59.0,-59.0,-71.0,-80.0,-58.0,-80.0,-80.0,-75.0,-66.0,-70.0,,-89.0,,,,,,,,,,,,,,,,,,,,,,
312,25.75,11.25,-74.0,-60.0,-59.0,-59.0,-73.0,-61.0,-61.0,-70.0,-80.0,-60.0,-80.0,-79.0,-74.0,-69.0,-70.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,,,
313,25.75,11.25,-76.0,-63.0,-62.0,-63.0,-76.0,-58.0,-59.0,-67.0,-80.0,-59.0,-80.0,-82.0,-76.0,-67.0,-67.0,-88.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,
314,25.75,11.25,-76.0,-66.0,-62.0,-67.0,-74.0,-60.0,-59.0,-76.0,-83.0,-59.0,-78.0,-77.0,-73.0,-75.0,-75.0,-87.0,-90.0,-87.0,,,,,,,,,,,,,,,,,,,,,
315,25.75,11.25,-74.0,-58.0,-58.0,-58.0,-74.0,-58.0,-59.0,-76.0,-82.0,-57.0,-83.0,-82.0,-74.0,-75.0,-76.0,-87.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,
316,25.75,11.25,-74.0,-62.0,-62.0,-59.0,-74.0,-59.0,-59.0,-74.0,-78.0,-59.0,-77.0,-82.0,-75.0,-74.0,-74.0,-85.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,
317,25.75,11.25,-79.0,-59.0,-62.0,-60.0,-81.0,-64.0,-65.0,-67.0,-81.0,-63.0,-82.0,-82.0,-79.0,-66.0,-67.0,-85.0,-91.0,-88.0,,,,,,,,,,,,,,,,,,,,,
318,25.75,11.25,-80.0,-63.0,-62.0,-61.0,-79.0,-62.0,-63.0,-75.0,-81.0,-62.0,-81.0,-81.0,-77.0,-75.0,-75.0,-88.0,-91.0,-88.0,,,,,,,,,,,,,,,,,,,,,
319,25.75,11.25,-71.0,-57.0,-57.0,-57.0,-72.0,-58.0,-58.0,-76.0,-82.0,-57.0,-82.0,-81.0,-73.0,-75.0,-77.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,
320,27.75,11.25,-75.0,-72.0,-72.0,-73.0,-73.0,-64.0,-64.0,-59.0,-81.0,-65.0,-81.0,-80.0,-72.0,-59.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,
321,27.75,11.25,-74.0,-65.0,-65.0,-65.0,-73.0,-55.0,-54.0,-57.0,-76.0,-54.0,-76.0,-77.0,-73.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
322,27.75,11.25,-69.0,-71.0,-67.0,-70.0,-70.0,-62.0,-62.0,-56.0,-77.0,-62.0,-77.0,-77.0,-70.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
323,27.75,11.25,-75.0,-65.0,-64.0,-68.0,-75.0,-62.0,-62.0,-57.0,-76.0,-62.0,-77.0,-75.0,-74.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
324,27.75,11.25,-72.0,-65.0,-64.0,-64.0,-72.0,-56.0,-56.0,-57.0,-76.0,-56.0,-76.0,-74.0,-68.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
325,27.75,11.25,-73.0,-62.0,-68.0,-68.0,-68.0,-59.0,-59.0,-57.0,-77.0,-58.0,-78.0,-77.0,-73.0,-56.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
326,27.75,11.25,-66.0,-72.0,-67.0,-69.0,-67.0,-58.0,-58.0,-57.0,-77.0,-58.0,-77.0,-73.0,-67.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
327,27.75,11.25,-66.0,-65.0,-65.0,-74.0,-66.0,-58.0,-59.0,-56.0,-77.0,-58.0,-78.0,-77.0,-66.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
328,27.75,11.25,-69.0,-66.0,-67.0,-66.0,-66.0,-60.0,-59.0,-56.0,-78.0,-59.0,-77.0,-76.0,-69.0,-57.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
329,27.75,11.25,-69.0,-64.0,-64.0,-65.0,-71.0,-59.0,-59.0,-57.0,-77.0,-58.0,-77.0,-74.0,-70.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
330,27.75,11.25,-71.0,-73.0,-73.0,-65.0,-67.0,-58.0,-59.0,-57.0,-78.0,-59.0,-78.0,-77.0,-71.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
331,27.75,11.25,-73.0,-66.0,-67.0,-66.0,-72.0,-59.0,-59.0,-57.0,-78.0,-58.0,-77.0,-77.0,-73.0,-57.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
332,27.75,11.25,-68.0,-72.0,-73.0,-73.0,-68.0,-59.0,-59.0,-57.0,-77.0,-58.0,-77.0,-74.0,-68.0,-56.0,-56.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,
333,27.75,11.25,-67.0,-70.0,-70.0,-70.0,-67.0,-59.0,-59.0,-57.0,-77.0,-59.0,-78.0,-79.0,-70.0,-57.0,-57.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,
334,27.75,11.25,-77.0,-66.0,-66.0,-66.0,-77.0,-68.0,-68.0,-57.0,-77.0,-67.0,-76.0,-76.0,-78.0,-56.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
335,27.75,11.25,-73.0,-65.0,-65.0,-65.0,-69.0,-57.0,-57.0,-57.0,-77.0,-57.0,-78.0,-78.0,-73.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
336,27.75,11.25,-67.0,-65.0,-64.0,-63.0,-70.0,-59.0,-61.0,-57.0,-77.0,-59.0,-73.0,-78.0,-67.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
337,27.75,11.25,-69.0,-66.0,-66.0,-65.0,-69.0,-58.0,-58.0,-58.0,-77.0,-59.0,-77.0,-77.0,-69.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
338,27.75,11.25,-67.0,-66.0,-66.0,-66.0,-67.0,-58.0,-59.0,-57.0,-74.0,-59.0,-78.0,-78.0,-71.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
339,27.75,11.25,-72.0,-65.0,-65.0,-65.0,-72.0,-59.0,-58.0,-56.0,-77.0,-59.0,-77.0,-75.0,-69.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
340,29.75,11.25,-74.0,-72.0,-72.0,-73.0,-75.0,-57.0,-58.0,-55.0,-79.0,-58.0,-75.0,-75.0,-74.0,-56.0,-56.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,
341,29.75,11.25,-75.0,-64.0,-64.0,-64.0,-76.0,-54.0,-54.0,-55.0,-78.0,-54.0,-78.0,-77.0,-75.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
342,29.75,11.25,-77.0,-62.0,-63.0,-62.0,-76.0,-61.0,-62.0,-55.0,-80.0,-62.0,-82.0,-82.0,-77.0,-55.0,-55.0,,,,,,,,,,,,,,,,,,,,,,,,
343,29.75,11.25,-74.0,-62.0,-63.0,-63.0,,-59.0,-61.0,-58.0,-79.0,-59.0,-78.0,-77.0,-74.0,-58.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,
344,29.75,11.25,-77.0,-61.0,-62.0,-61.0,-77.0,-62.0,-60.0,-57.0,-80.0,-59.0,-81.0,-81.0,-77.0,-56.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
345,29.75,11.25,-76.0,-58.0,-59.0,-59.0,-77.0,-62.0,-59.0,-56.0,-80.0,-60.0,-80.0,-77.0,-75.0,-56.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
346,29.75,11.25,-75.0,-62.0,-62.0,-62.0,-76.0,-62.0,-62.0,-57.0,-80.0,-62.0,-81.0,-81.0,-76.0,-57.0,-57.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,
347,29.75,11.25,-76.0,-63.0,-63.0,-62.0,-78.0,-59.0,-59.0,-57.0,-80.0,-58.0,-80.0,-81.0,-78.0,-58.0,-57.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,
348,29.75,11.25,-76.0,-63.0,-63.0,-63.0,-76.0,-52.0,-52.0,-56.0,-80.0,-53.0,-79.0,-79.0,-77.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
349,29.75,11.25,-75.0,-61.0,-62.0,-61.0,-75.0,-59.0,-59.0,-56.0,-82.0,-59.0,-81.0,-81.0,-74.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
350,29.75,11.25,-76.0,-63.0,-63.0,-63.0,-76.0,-60.0,-59.0,-57.0,-80.0,-61.0,-79.0,-79.0,-76.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
351,29.75,11.25,-74.0,-62.0,-59.0,-59.0,-75.0,-62.0,-59.0,-57.0,-79.0,-61.0,-82.0,-78.0,-75.0,-57.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,
352,29.75,11.25,-76.0,-65.0,-65.0,-66.0,-75.0,-62.0,-62.0,-58.0,-83.0,-60.0,-78.0,-79.0,-76.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
353,29.75,11.25,-76.0,-61.0,-62.0,-62.0,-73.0,-59.0,-60.0,-57.0,-80.0,-59.0,-80.0,-81.0,-73.0,-57.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
354,29.75,11.25,-76.0,-69.0,-70.0,-70.0,-73.0,-59.0,-60.0,-58.0,-79.0,-59.0,-79.0,-79.0,-78.0,-57.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,
355,29.75,11.25,-78.0,-62.0,-62.0,-62.0,-75.0,-50.0,-50.0,-57.0,-81.0,-49.0,-80.0,-80.0,-75.0,-58.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
356,29.75,11.25,-75.0,-70.0,-62.0,-69.0,-76.0,-50.0,-50.0,-57.0,-80.0,-50.0,-80.0,-79.0,-74.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
357,29.75,11.25,-78.0,-65.0,-70.0,-70.0,-76.0,-50.0,-49.0,-57.0,-80.0,-50.0,-79.0,-79.0,-77.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
358,29.75,11.25,-74.0,-62.0,-62.0,-62.0,-74.0,-59.0,-60.0,-57.0,-79.0,-62.0,-79.0,-79.0,-73.0,-56.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
359,29.75,11.25,-76.0,-68.0,-66.0,-66.0,-76.0,-52.0,-52.0,-56.0,-78.0,-52.0,-79.0,-79.0,-75.0,-56.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,
360,31.75,11.25,-76.0,-76.0,-75.0,-75.0,-73.0,-51.0,-51.0,-62.0,-75.0,-51.0,-76.0,-76.0,-75.0,-62.0,-62.0,,,,,,,-89.0,,,,,,,,,,,,,,,,,
361,31.75,11.25,-68.0,-66.0,-66.0,-66.0,-68.0,-49.0,-49.0,-62.0,-73.0,-49.0,-74.0,-75.0,-68.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
362,31.75,11.25,-81.0,-67.0,-64.0,-64.0,-81.0,-46.0,-47.0,-66.0,-72.0,-46.0,-72.0,-73.0,-81.0,-65.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,
363,31.75,11.25,-84.0,-64.0,-65.0,-65.0,-71.0,-47.0,-48.0,-63.0,-73.0,-48.0,-73.0,-73.0,-71.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
364,31.75,11.25,-70.0,-68.0,-68.0,-68.0,-69.0,-48.0,-49.0,-59.0,-70.0,-48.0,-73.0,-72.0,-70.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,
365,31.75,11.25,-69.0,-65.0,-64.0,-65.0,-69.0,-51.0,-49.0,-58.0,-73.0,-48.0,-74.0,-75.0,-69.0,-58.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,
366,31.75,11.25,-73.0,-65.0,-62.0,-62.0,-78.0,-49.0,-49.0,-61.0,-71.0,-49.0,-71.0,-71.0,-79.0,-58.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
367,31.75,11.25,-70.0,-68.0,-68.0,-68.0,-70.0,-49.0,-49.0,-61.0,-75.0,-49.0,-74.0,-70.0,-70.0,-61.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,
368,31.75,11.25,-78.0,-67.0,-67.0,-67.0,-77.0,-48.0,-48.0,-63.0,-68.0,-48.0,-70.0,-70.0,-70.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,
369,31.75,11.25,-70.0,-65.0,-65.0,-65.0,-70.0,-48.0,-49.0,-62.0,-72.0,-48.0,-72.0,-71.0,-70.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
370,31.75,11.25,-76.0,-68.0,-67.0,-68.0,-70.0,-49.0,-49.0,-63.0,-71.0,-49.0,-72.0,-73.0,-78.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,
371,31.75,11.25,-73.0,-67.0,-67.0,-67.0,-70.0,-49.0,-49.0,-61.0,-71.0,-50.0,-72.0,-69.0,-72.0,-61.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
372,31.75,11.25,-78.0,-66.0,-67.0,-72.0,-78.0,-45.0,-46.0,-58.0,-74.0,-46.0,-74.0,-74.0,-74.0,-64.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,
373,31.75,11.25,-70.0,-64.0,-67.0,-68.0,-78.0,-48.0,-49.0,-58.0,-74.0,-49.0,-74.0,-73.0,-70.0,-59.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
374,31.75,11.25,-79.0,-69.0,-66.0,-66.0,-77.0,-48.0,-48.0,-63.0,-65.0,-48.0,-74.0,-71.0,-78.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,
375,31.75,11.25,-69.0,-70.0,-70.0,-70.0,-69.0,-48.0,-48.0,-59.0,-73.0,-48.0,-74.0,-71.0,-78.0,-63.0,-63.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,
376,31.75,11.25,-78.0,-65.0,-65.0,-65.0,-69.0,-48.0,-48.0,-63.0,-74.0,-49.0,-74.0,-74.0,-80.0,-63.0,-63.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,
377,31.75,11.25,-85.0,-65.0,-69.0,-65.0,-85.0,-47.0,-47.0,-62.0,-74.0,-47.0,-69.0,-74.0,-72.0,-56.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,
378,31.75,11.25,-85.0,-69.0,-68.0,-69.0,-75.0,-45.0,-45.0,-57.0,-73.0,-45.0,-71.0,-70.0,-74.0,-57.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
379,31.75,11.25,-73.0,-62.0,-62.0,-62.0,-73.0,-48.0,-49.0,-63.0,-74.0,-48.0,-74.0,-74.0,-80.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,
380,33.75,11.25,-78.0,-72.0,-71.0,-72.0,-78.0,-45.0,-45.0,-52.0,-70.0,-45.0,-69.0,-70.0,-74.0,-52.0,-52.0,,,,,,,-85.0,,,,,,,,,,,,,,,,,
381,33.75,11.25,-76.0,-71.0,-72.0,-71.0,-82.0,-44.0,-44.0,-52.0,-72.0,-45.0,-72.0,-72.0,-80.0,-52.0,-52.0,,,,,,,-84.0,,,,,,,,,,,,,,,,,
382,33.75,11.25,-73.0,-65.0,-65.0,-65.0,-71.0,-46.0,-46.0,-52.0,-67.0,-45.0,-69.0,-69.0,-72.0,-53.0,-52.0,,,,,,,-84.0,,,,,,,,,,,,,,,,,
383,33.75,11.25,-72.0,-63.0,-63.0,-64.0,-73.0,-46.0,-47.0,-52.0,-68.0,-47.0,-67.0,-68.0,-72.0,-52.0,-52.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,
384,33.75,11.25,-76.0,-69.0,-69.0,-68.0,-73.0,-45.0,-45.0,-52.0,-66.0,-45.0,-66.0,-66.0,-75.0,-52.0,-52.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,
385,33.75,11.25,-74.0,-65.0,-66.0,-66.0,-71.0,-47.0,-47.0,-53.0,-71.0,-46.0,-72.0,-72.0,-75.0,-53.0,-53.0,,,,,,,,,,,,,,,,,,,,,-90.0,-91.0,,
386,33.75,11.25,-73.0,-66.0,-66.0,-66.0,-72.0,-47.0,-48.0,-54.0,-68.0,-47.0,-68.0,-68.0,-71.0,-51.0,-53.0,,,,,,,,,,,,,,,,,,,,,-90.0,-91.0,,
387,33.75,11.25,-73.0,-65.0,-65.0,-66.0,-72.0,-48.0,-47.0,-54.0,-68.0,-47.0,-68.0,-68.0,-72.0,-54.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,
388,33.75,11.25,-78.0,-67.0,-67.0,-68.0,-76.0,-48.0,-49.0,-52.0,-71.0,-48.0,-70.0,-71.0,-78.0,-53.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,
389,33.75,11.25,-79.0,-69.0,-68.0,-68.0,-78.0,-55.0,-56.0,-58.0,-69.0,-55.0,-74.0,-71.0,-75.0,-57.0,-57.0,,,,,,,,,,,,,,,,,,,,,-90.0,,,
390,33.75,11.25,-76.0,-67.0,-68.0,-67.0,-78.0,-46.0,-46.0,-53.0,-68.0,-47.0,-67.0,-67.0,-76.0,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,-90.0,,,
391,33.75,11.25,-74.0,-67.0,-67.0,-67.0,-76.0,-46.0,-46.0,-54.0,-71.0,-46.0,-68.0,-72.0,-75.0,-54.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,
392,33.75,11.25,-76.0,-67.0,-67.0,-66.0,-76.0,-47.0,-47.0,-54.0,-72.0,-47.0,-72.0,-72.0,-75.0,-52.0,-52.0,,,,,,,-87.0,,,,,,,,,,,,,,,,,
393,33.75,11.25,-73.0,-66.0,-70.0,-66.0,-74.0,-47.0,-47.0,-53.0,-72.0,-47.0,-72.0,-71.0,-76.0,-54.0,-53.0,,,,,,,-87.0,,,,,,,,,,,,,,,,,
394,33.75,11.25,-78.0,-66.0,-66.0,-66.0,-74.0,-49.0,-49.0,-54.0,-68.0,-49.0,-72.0,-72.0,-77.0,-53.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,
395,33.75,11.25,-76.0,-66.0,-65.0,-65.0,-77.0,-49.0,-49.0,-54.0,-68.0,-49.0,-68.0,-68.0,-76.0,-53.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,
396,33.75,11.25,-76.0,-66.0,-70.0,-70.0,-76.0,-47.0,-46.0,-53.0,-72.0,-46.0,-68.0,-72.0,-73.0,-53.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,
397,33.75,11.25,-75.0,-65.0,-65.0,-65.0,-76.0,-45.0,-46.0,-55.0,-67.0,-46.0,-67.0,-68.0,-76.0,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,
398,33.75,11.25,-75.0,-68.0,-68.0,-69.0,-76.0,-50.0,-50.0,-54.0,-70.0,-50.0,-69.0,-70.0,-77.0,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,
399,33.75,11.25,-78.0,-66.0,-65.0,-66.0,-77.0,-45.0,-45.0,-54.0,-67.0,-44.0,-67.0,-67.0,-75.0,-54.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,
400,35.75,11.25,-85.0,-77.0,-76.0,-78.0,-84.0,-54.0,-54.0,-69.0,-79.0,-54.0,-84.0,-79.0,-87.0,-69.0,-65.0,,,,,,,-89.0,,,,,,,,,,,,,,,,-90.0,
401,35.75,11.25,-84.0,-75.0,-75.0,-75.0,-81.0,-51.0,-50.0,-65.0,-86.0,-51.0,-84.0,-85.0,-84.0,-66.0,-66.0,,,,,,,-89.0,,,,,,,,,,,,,,,,,-89.0
402,35.75,11.25,-78.0,-78.0,-80.0,-79.0,-84.0,-55.0,-55.0,-64.0,-85.0,-55.0,-85.0,-87.0,-84.0,-65.0,-67.0,,,,,,,,,,,,,,,,,,,,-87.0,,,,-89.0
403,35.75,11.25,-86.0,-74.0,-74.0,-74.0,-81.0,-54.0,-54.0,-70.0,-75.0,-54.0,-75.0,-75.0,-83.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,-88.0,,-87.0,,,,
404,35.75,11.25,-85.0,-73.0,-73.0,-73.0,-77.0,-52.0,-53.0,-70.0,-75.0,-52.0,-75.0,-74.0,-78.0,-69.0,-70.0,,,,,,,,,,,,,,,,,,-88.0,,,,,,
405,35.75,11.25,-80.0,-73.0,-81.0,-73.0,-78.0,-53.0,-52.0,-72.0,-75.0,-52.0,-75.0,-75.0,-85.0,-71.0,-72.0,,,,,,,,,,,,,,,,,,-87.0,,,,,,
406,35.75,11.25,-78.0,-74.0,-74.0,-73.0,-79.0,-52.0,-53.0,-71.0,-75.0,-52.0,-74.0,-75.0,-79.0,-70.0,-71.0,,,,,,,-89.0,,,,,,,,,,,-87.0,,,,,,
407,35.75,11.25,-78.0,-82.0,-74.0,-73.0,-80.0,-52.0,-52.0,-71.0,-75.0,-52.0,-75.0,-75.0,-79.0,-71.0,-71.0,,,,,,,-89.0,,,,,,,,,,,,,,,,,
408,35.75,11.25,-86.0,-73.0,-74.0,-74.0,-85.0,-52.0,-52.0,-71.0,-75.0,-52.0,-76.0,-75.0,-87.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,-90.0,,,,
409,35.75,11.25,-78.0,-73.0,-74.0,-74.0,-87.0,-52.0,-52.0,-70.0,-76.0,-52.0,-75.0,-75.0,-79.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,-90.0,,,,
410,35.75,11.25,-85.0,-73.0,-73.0,-73.0,-80.0,-52.0,-52.0,-71.0,-75.0,-52.0,-74.0,-75.0,-85.0,-71.0,-70.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,
411,35.75,11.25,-85.0,-73.0,-73.0,-73.0,-87.0,-51.0,-51.0,-71.0,-74.0,-52.0,-75.0,-75.0,-79.0,-70.0,-71.0,,,,,,,-90.0,,,,,,,,,,,-89.0,,,,,,
412,35.75,11.25,-87.0,-74.0,-73.0,-74.0,-79.0,-52.0,-52.0,-71.0,-75.0,-52.0,-75.0,-75.0,-80.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,-89.0,,,,,,
413,35.75,11.25,-87.0,-73.0,-73.0,-73.0,-79.0,-52.0,-52.0,-72.0,-78.0,-52.0,-79.0,-75.0,-85.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,-88.0,,-88.0,,,,
414,35.75,11.25,-79.0,-73.0,-73.0,-73.0,-79.0,-52.0,-51.0,-71.0,-76.0,-52.0,-78.0,-78.0,-79.0,-71.0,-71.0,,,,,,,,,,,,,,,,,,-88.0,,-88.0,,,,
415,35.75,11.25,-79.0,-82.0,-75.0,-75.0,-79.0,-52.0,-51.0,-70.0,-79.0,-52.0,-76.0,-75.0,-79.0,-70.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,
416,35.75,11.25,,-71.0,-77.0,-71.0,-79.0,-68.0,-67.0,-66.0,-81.0,-68.0,-80.0,-82.0,-79.0,-68.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,
417,35.75,11.25,-78.0,-73.0,-73.0,-73.0,-77.0,-56.0,-56.0,-65.0,-82.0,-55.0,-82.0,-82.0,-77.0,-65.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
418,35.75,11.25,-75.0,-74.0,-74.0,-73.0,-78.0,-53.0,-53.0,-69.0,-75.0,-53.0,-75.0,-75.0,-77.0,-69.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,-91.0,
419,35.75,11.25,-78.0,-79.0,-74.0,-74.0,-83.0,-48.0,-47.0,-69.0,-78.0,-48.0,-78.0,-77.0,-79.0,-69.0,-69.0,,,,,,,-88.0,,,,,,,,,,,,,,,,-91.0,
420,37.75,11.25,-87.0,-78.0,-77.0,-78.0,-85.0,-74.0,-74.0,-69.0,-87.0,-74.0,-86.0,-88.0,-86.0,-70.0,-69.0,,,,,,,-85.0,,,,,,,,,,,-86.0,,,,,,
