mae,mse,rmse,Experimentation
0.5143884892086331,0.48940847322142295,0.699577353279409,KNN Regressor
0.6312566270986805,0.599754024036123,0.7744378761631711,Linear Regression
0.5159034441360134,0.48144108798767277,0.6938595592680645,SVM Regressor
