,filename,place,floor,x,y,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:d0,00:15:f9:6c:7d:72,00:15:f9:6c:7d:70,00:15:f9:6c:7d:71,00:12:da:9e:32:31,00:12:da:9e:32:30,00:12:da:9e:32:32,00:17:df:7d:70:51,00:17:df:7d:70:50,00:17:df:7d:70:52,88:e3:ab:11:f4:ee,00:11:21:66:75:80,00:11:21:66:75:82,00:11:21:66:75:81,00:11:21:6c:4e:71,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:12:80:17:ac:ae,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:12:da:9e:31:91,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16
235,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,15,1.46187E+12,-87,-90,-87,,,,-57,-57,-57,-62,-62,-62,,,,,-82,-83,-83,-73,-73,-73,,-71,-79,-79,-79,,-71,-71,,,,,,,,,
236,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,16,1.46187E+12,,,,,,,-55,-61,-54,-63,-62,-63,,,,,,,,-68,-68,-68,,-71,-77,-79,-78,,-72,-72,,,,,,,,,
237,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,17,1.46187E+12,,,,,,,-56,-56,-55,-68,-68,-68,,,,,,-83,-82,-69,-69,-70,,-73,-79,-79,-79,,-74,-73,,,,,,,,,
238,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,18,1.46187E+12,,,,,,,-57,-58,-57,-61,-60,-61,,,,,,-83,-82,-76,-76,-76,,-71,-78,-78,-79,,-71,-70,,,,,,,,,
239,"left-to-right-point(19.75,11.25).json",ed2.fct.unl.pt,2,19.75,11.25,4.241028,19,1.46187E+12,,,,,,,-62,-62,-62,-62,-62,-62,,,,,-82,-82,-83,-72,-71,-72,,-70,-79,-79,-79,,-71,-70,,,,,,,,,
240,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,0,1.46187E+12,-53,-54,-53,-68,-67,-67,-77,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,1,1.46187E+12,-53,-53,-53,-72,-72,-72,-77,-79,-78,-85,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,2,1.46187E+12,-50,-51,-51,-68,-67,-67,-81,-77,-76,-84,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,3,1.46187E+12,-50,-51,-51,-67,-67,-67,-78,-78,-78,-87,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,4,1.46187E+12,-54,-54,-54,-65,-66,-66,-78,-79,-78,-86,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,5,1.46187E+12,-53,-53,-53,-66,-67,-67,-76,-77,-77,-85,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,6,1.46187E+12,-55,-56,-55,-66,-66,-66,-81,-77,-76,-84,-85,-85,-87,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,
247,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,7,1.46187E+12,-54,-55,-55,-65,-65,-65,-78,-76,-81,-84,-84,-85,-86,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,
248,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,8,1.46187E+12,-52,-52,-52,-67,-67,-67,-78,-78,-82,-85,-86,-89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,9,1.46187E+12,-52,-52,-52,-68,-67,-67,-81,-84,-81,-85,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,10,1.46187E+12,-51,-52,-51,-67,-67,-67,-76,-77,-77,-85,-88,-87,,,-90,,,,,,,,,,,,,,,,,,,,,,,,
251,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,11,1.46187E+12,-52,-52,-52,-67,-67,-67,-78,-77,-78,-87,-88,-89,,,-89,,,,,,,,,,,,,,,,,,,,,,,,
252,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,12,1.46187E+12,-52,-52,-52,-67,-68,-68,-82,-77,-76,-85,-86,-85,-90,,-89,,,,,,,,,,,,,,,,,,,,,,,,
253,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,13,1.46187E+12,-52,-52,-56,-77,-76,-77,-76,-76,-78,-87,-86,-87,-90,,-89,,,,,,,,,,,,,,,,,,,,,,,,
254,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,14,1.46187E+12,-55,-57,-57,-67,-67,-67,-77,-77,-82,-87,-86,-85,-89,,-89,,,,,,,,,,,,,,,,,,,,,,,,
255,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,15,1.46187E+12,-52,-52,-52,-68,-68,-68,-77,-82,-83,-85,-86,-86,-89,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,16,1.46187E+12,-51,-51,-51,-67,-68,-68,-79,-78,-74,-88,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,17,1.46187E+12,-57,-56,-57,-67,-67,-67,-77,-77,-74,-85,-86,-87,-90,,-88,,,,,,,,,,,,,,,,,,,,,,,,
258,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,18,1.46187E+12,-55,-55,-56,-67,-68,-68,-76,-78,-77,-86,-86,-86,-90,,-89,,,,,,,,,,,,,,,,,,,,,,,,
259,"left-to-right-point(2.25,0.75).json",ed2.fct.unl.pt,2,2.25,0.75,42.15732,19,1.46187E+12,-55,-55,-55,-68,-69,-68,-82,-82,-78,-86,-88,-86,-89,,-89,,,,,,,,,,,,,,,,,,,,,,,,
260,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,4.241028,0,1.46187E+12,,,,,,,-61,-60,-61,-67,-67,-67,,,,,-88,-88,-87,-63,-61,-63,,-77,-80,-79,-79,,-71,-76,,,,,,,,,
261,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,1,1.46187E+12,,,,,,,-59,-52,-53,-68,-65,-65,,,,,-88,,,-61,-61,-62,,-69,-80,-80,-80,,-69,-69,,,,,,,,,
262,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,2,1.46187E+12,,,,,,,-52,-53,-52,-70,-70,-70,,,,,,,,-67,-66,-66,,-69,-79,-79,-79,,-69,-68,,,,,,,,,
263,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,3,1.46187E+12,,,,,,,-60,-58,-61,-67,-67,-68,,,,,-88,-87,,-69,-69,-69,,-73,-73,-76,-75,,-72,-66,,,,,,,,,
264,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,4,1.46187E+12,,,,,,,-59,-59,-60,-67,-66,-67,,,,,-88,-87,-88,-64,-64,-64,,-71,-76,-76,-76,,-71,-72,,,,,,,,,
265,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,5,1.46187E+12,,,,,,,-58,-57,-57,-67,-67,-66,,,,,,-87,-87,-74,-64,-63,,-66,-78,-77,-78,,-66,-67,,,,,,,,,
266,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,6,1.46187E+12,,,,,,,-59,-58,-60,-67,-68,-66,,,,,,-87,-87,-65,-65,-65,,-70,-76,-77,-77,,-66,-66,,,,,,,,,
267,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,7,1.46187E+12,,,,,,,-58,-58,-59,-66,-67,-67,,,,,,-87,,-68,-68,-67,,-69,-76,-75,-77,,-70,-69,,,,,,,,,
268,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,8,1.46187E+12,,,,,,,-60,-61,-59,-68,-69,-67,,,,,,-87,-87,-70,-71,-70,,-70,-79,-77,-77,,-70,-70,,,,,,,,,
269,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,9,1.46187E+12,,,,,,,-60,-60,-60,-68,-68,-67,,,,,,-87,-89,-66,-66,-66,,-70,-79,-77,-77,,-71,-70,,,,,,,,,
270,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,10,1.46187E+12,,,,,,,-61,-59,-59,-68,-68,-67,,,,,,,-89,-66,-65,-63,,-70,-72,-75,-79,,-70,-67,,,,,,,,,
271,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,11,1.46187E+12,,,,,,,-58,-59,-59,-67,-66,-66,,,,,,,,-66,-65,-63,,-66,-76,-77,-78,,-69,-66,,,,,,,,,
272,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,12,1.46187E+12,,,,,,,-59,-59,-58,-66,-66,-67,,,,,,-86,,-64,-65,-65,,-69,-75,-76,-77,,-69,-68,,,,,,,,,
273,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,13,1.46187E+12,,,,,,,-59,-59,-60,-68,-68,-67,,,,,,-88,,-66,-66,-62,,-70,-77,-75,-76,,-67,-70,,,,,,,,,
274,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,14,1.46187E+12,,,,,,,-59,-59,-59,-68,-68,-67,,,,,,-88,,-67,-67,-67,,-67,-78,-73,-78,,-67,-67,,,,,,,,,
275,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,15,1.46187E+12,,,,,,,-59,-60,-59,-67,-68,-67,,,,,,-88,,-66,-70,-66,,-70,-76,-77,-73,,-70,-69,,,,,,,,,
276,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,16,1.46187E+12,,,,,,,-59,-59,-59,-67,-67,-67,,,,,,,,-66,-66,-67,,-70,-73,-77,-76,,-70,-70,,,,,,,,,
277,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,17,1.46187E+12,,,,,,,-59,-60,-58,-67,-68,-67,,,,,,,,-66,-65,-66,,-70,-78,-76,-73,,-70,-70,,,,,,,,,
278,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,18,1.46187E+12,,,,,,,-58,-58,-58,-81,-80,-80,,,,,,,,-69,-68,-69,,-69,-78,-77,-77,,-70,-67,,,,,,,,,
279,"left-to-right-point(21.75,11.25).json",ed2.fct.unl.pt,2,21.75,11.25,23.507355,19,1.46187E+12,,,,,,,-56,-57,-56,-70,-70,-65,,,,,,,,-64,-65,-65,,-70,-74,-77,-77,,-70,-68,,,,,,,,,
280,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,0,1.46187E+12,,,,,,,-66,-67,-66,-65,-65,-65,,,,,,-88,,-57,-57,-58,,-67,-76,-76,-76,,-67,-67,,-90,,,,,,,
281,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,1,1.46187E+12,,,,,,,-57,-61,-62,-72,-72,-72,,,,,,,,-57,-56,-58,,-66,-76,-78,-76,,-67,-67,,-90,,,,,,,
282,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,2,1.46187E+12,,,,,,,-52,-52,-53,-75,-74,-70,,,,,-88,-86,-87,-57,-57,-58,,-64,-72,-76,-76,,-64,-64,,,,,,,,,
283,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,3,1.46187E+12,,,,,,,-52,-52,-52,-73,-72,-73,,,,,-88,-86,-88,-57,-58,-55,,-66,-75,-77,-74,,-66,-66,,,,,,,,,
284,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,4,1.46187E+12,,,,,,,-50,-50,-50,-68,-67,-69,,,,,-86,-87,-88,-65,-65,-65,,-67,-75,-74,-75,,-67,-67,,,,,,,,,
285,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,5,1.46187E+12,,,,,,,-51,-52,-51,-68,-69,-71,,,,,-86,-87,,-58,-59,-58,,-63,-75,-75,-76,,-63,-63,,,,,,,,,
286,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,6,1.46187E+12,,,,,,,-52,-51,-51,-71,-71,-71,,,,,,-86,,-67,-67,-66,,-66,-73,-75,-75,,-66,-66,,,,,,,,,
287,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,7,1.46187E+12,,,,,,,-53,-52,-52,-71,-71,-71,,,,,,-86,,-58,-58,-59,,-67,-77,-77,-76,,-66,-67,,,,,,,,,
288,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,8,1.46187E+12,,,,,,,-51,-50,-51,-72,-69,-70,,,,,,,-87,-59,-58,-58,,-66,-76,-76,-75,,-66,-66,,,,,,,,,
289,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,9,1.46187E+12,,,,,,,-52,-53,-51,-72,-73,-73,,,,,,-87,-87,-58,-59,-57,,-66,-76,-76,-76,,-66,-66,,,,,,,,,
290,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,10,1.46187E+12,,,,,,,-52,-52,-52,-72,-71,-69,,,,,,-88,-87,-58,-58,-56,,-67,-76,-76,-76,,-67,-66,,,,,,,,,
291,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,11,1.46187E+12,,,,,,,-52,-52,-52,-69,-69,-68,,,,,,-87,-87,-57,-57,-57,,-66,-75,-75,-76,,-66,-71,,,,,,,,,
292,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,12,1.46187E+12,,,,,,,-51,-51,-51,-70,-71,-72,,,,,,-87,,-57,-57,-56,,-67,-73,-75,-74,,-67,-66,,,,,,,,,
293,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,13,1.46187E+12,,,,,,,-51,-51,-51,-73,-69,-69,,,,,-88,-87,,-56,-57,-57,,-67,-75,-75,-75,,-67,-67,,,,,,,,,
294,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,14,1.46187E+12,,,,,,,-52,-52,-52,-68,-69,-69,,,,,-88,-88,,-57,-56,-55,,-66,-76,-75,-76,,-66,-67,,,,,,,,,
295,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,15,1.46187E+12,,,,,,,-52,-52,-52,-72,-71,-71,,,,,-87,-88,-87,-58,-59,-58,,-66,-75,-76,-75,,-67,-66,,,,,,,,,
296,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,16,1.46187E+12,,,,,,,-52,-52,-52,-73,-74,-73,,,,,-87,-86,-85,-56,-56,-56,,-66,-75,-77,-77,,-66,-66,,,,,,,,,
297,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,17,1.46187E+12,,,,,,,-65,-64,-64,-68,-68,-66,,,,,-89,-88,-88,-56,-57,-57,,-65,-73,-77,-72,,-64,-64,,,,,,,,,
298,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,18,1.46187E+12,,,,,,,-52,-53,-51,-73,-72,-72,,,,,-89,-88,-88,-57,-57,-55,,-65,-75,-75,-75,,-65,-65,,,,,,,,,
299,"left-to-right-point(23.75,11.25).json",ed2.fct.unl.pt,2,23.75,11.25,55.79886,19,1.46187E+12,,,,,,,-51,-52,-51,-69,-70,-70,,,,,,-88,,-56,-56,-57,,-65,-77,-76,-77,,-65,-65,,,,,,,,,
300,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,0,1.46187E+12,,,,,,,-58,-57,-56,-78,-78,-77,,,,,-88,-89,-88,-56,-59,-57,,-70,-81,-82,-84,,-70,-65,,,,,,,,,
301,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,1,1.46187E+12,,,,,,,-62,-66,-67,-80,-82,-77,,,,,-88,-90,,-63,-63,-63,,-66,-77,-77,-77,,-69,-66,,,,,,,,,
302,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,2,1.46187E+12,,,,,,,-61,-61,-62,-72,-72,-72,,,,,,-90,,-68,-59,-68,,-73,-81,-80,-80,,-72,-73,,,,,,,,,
303,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,3,1.46187E+12,,,,,,,-61,-62,-61,-72,-72,-76,,,,,,,,-62,-60,-60,,-69,-80,-81,-79,,-69,-69,,,,,,,,,
304,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,4,1.46187E+12,,,,,,,-59,-59,-63,-73,-73,-73,,,,,,-88,-88,-58,-58,-57,,-77,-80,-82,-79,,-77,-78,,,,,,,,,
305,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,5,1.46187E+12,,,,,,,-59,-58,-59,-74,-74,-74,,,,,,-88,-87,-59,-60,-59,,-75,-79,-79,-80,,-76,-75,,,,,,,,,
306,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,6,1.46187E+12,,,,,,,-59,-59,-61,-75,-74,-75,,,,,-88,-88,-89,-59,-58,-59,,-76,-79,-78,-79,,-76,-76,,,,,,,,,
307,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,7,1.46187E+12,,,,,,,-59,-59,-62,-74,-74,-74,,,,,-88,-88,-88,-67,-66,-66,,-75,-80,-79,-79,,-74,-75,,,,,,,,,
308,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,8,1.46187E+12,,,,,,,-62,-62,-61,-74,-74,-73,,,,,,-88,-88,-67,-67,-67,,-75,-79,-79,-79,,-75,-75,,,,,,,,,
309,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,9,1.46187E+12,,,,,,,-60,-59,-59,-80,-79,-79,,,,,-87,-87,-88,-59,-58,-59,,-75,-78,-79,-78,,-75,-75,,,,,,,,,
310,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,10,1.46187E+12,,,,,,,-59,-62,-59,-73,-73,-73,,,,,-87,-88,-88,-59,-59,-58,,-75,-79,-79,-79,,-75,-67,,,,,,,,,
311,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,11,1.46187E+12,,,,,,,-59,-59,-59,-73,-74,-75,,,,,,-89,,-59,-59,-58,,-71,-80,-80,-80,,-70,-66,,,,,,,,,
312,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,12,1.46187E+12,,,,,,,-60,-59,-59,-74,-73,-74,,,,,,-87,-87,-61,-61,-60,,-70,-79,-80,-80,,-70,-69,,,,,,,,,
313,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,13,1.46187E+12,,,,,,,-63,-63,-62,-76,-76,-76,,,,,-88,-88,-88,-59,-58,-59,,-67,-82,-80,-80,,-67,-67,,,,,,,,,
314,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,14,1.46187E+12,,,,,,,-66,-67,-62,-76,-74,-73,,,,,-87,-90,-87,-59,-60,-59,,-76,-77,-78,-83,,-75,-75,,,,,,,,,
315,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,15,1.46187E+12,,,,,,,-58,-58,-58,-74,-74,-74,,,,,-87,-88,-87,-59,-58,-57,,-76,-82,-83,-82,,-76,-75,,,,,,,,,
316,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,16,1.46187E+12,,,,,,,-62,-59,-62,-74,-74,-75,,,,,-88,-88,-85,-59,-59,-59,,-74,-82,-77,-78,,-74,-74,,,,,,,,,
317,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,17,1.46187E+12,,,,,,,-59,-60,-62,-79,-81,-79,,,,,-88,-91,-85,-65,-64,-63,,-67,-82,-82,-81,,-67,-66,,,,,,,,,
318,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,18,1.46187E+12,,,,,,,-63,-61,-62,-80,-79,-77,,,,,-88,-91,-88,-63,-62,-62,,-75,-81,-81,-81,,-75,-75,,,,,,,,,
319,"left-to-right-point(25.75,11.25).json",ed2.fct.unl.pt,2,25.75,11.25,25.275482,19,1.46187E+12,,,,,,,-57,-57,-57,-71,-72,-73,,,,,,-88,-88,-58,-58,-57,,-76,-81,-82,-82,,-77,-75,,,,,,,,,
320,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,0,1.46187E+12,,,,,,,-72,-73,-72,-75,-73,-72,,,,,,,,-64,-64,-65,,-59,-80,-81,-81,,-58,-59,,,,,,,,,
321,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,1,1.46187E+12,,,,,,,-65,-65,-65,-74,-73,-73,,,,,,,,-54,-55,-54,,-57,-77,-76,-76,,-57,-57,,,,,,,,,
322,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,2,1.46187E+12,,,,,,,-71,-70,-67,-69,-70,-70,,,,,,,,-62,-62,-62,,-56,-77,-77,-77,,-56,-56,,,,,,,,,
323,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,3,1.46187E+12,,,,,,,-65,-68,-64,-75,-75,-74,,,,,,,,-62,-62,-62,,-57,-75,-77,-76,,-56,-56,,,,,,,,,
324,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,4,1.46187E+12,,,,,,,-65,-64,-64,-72,-72,-68,,,,,,,,-56,-56,-56,,-57,-74,-76,-76,,-57,-57,,,,,,,,,
325,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,5,1.46187E+12,,,,,,,-62,-68,-68,-73,-68,-73,,,,,,,,-59,-59,-58,,-57,-77,-78,-77,,-57,-56,,,,,,,,,
326,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,6,1.46187E+12,,,,,,,-72,-69,-67,-66,-67,-67,,,,,,,,-58,-58,-58,,-57,-73,-77,-77,,-57,-57,,,,,,,,,
327,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,7,1.46187E+12,,,,,,,-65,-74,-65,-66,-66,-66,,,,,,,,-59,-58,-58,,-56,-77,-78,-77,,-57,-57,,,,,,,,,
328,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,8,1.46187E+12,,,,,,,-66,-66,-67,-69,-66,-69,,,,,,,,-59,-60,-59,,-56,-76,-77,-78,,-61,-57,,,,,,,,,
329,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,9,1.46187E+12,,,,,,,-64,-65,-64,-69,-71,-70,,,,,,,,-59,-59,-58,,-57,-74,-77,-77,,-57,-57,,,,,,,,,
330,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,10,1.46187E+12,,,,,,,-73,-65,-73,-71,-67,-71,,,,,,,,-59,-58,-59,,-57,-77,-78,-78,,-57,-57,,,,,,,,,
331,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,11,1.46187E+12,,,,,,,-66,-66,-67,-73,-72,-73,,,,,,,,-59,-59,-58,,-57,-77,-77,-78,,-56,-57,,,,,,,,,
332,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,12,1.46187E+12,,,,,,,-72,-73,-73,-68,-68,-68,,,,,,,,-59,-59,-58,,-57,-74,-77,-77,,-56,-56,,-90,,,,,,,
333,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,13,1.46187E+12,,,,,,,-70,-70,-70,-67,-67,-70,,,,,,,,-59,-59,-59,,-57,-79,-78,-77,,-57,-57,,-90,,,,,,,
334,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,14,1.46187E+12,,,,,,,-66,-66,-66,-77,-77,-78,,,,,,,,-68,-68,-67,,-57,-76,-76,-77,,-57,-56,,,,,,,,,
335,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,15,1.46187E+12,,,,,,,-65,-65,-65,-73,-69,-73,,,,,,,,-57,-57,-57,,-57,-78,-78,-77,,-57,-57,,,,,,,,,
336,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,16,1.46187E+12,,,,,,,-65,-63,-64,-67,-70,-67,,,,,,,,-61,-59,-59,,-57,-78,-73,-77,,-57,-57,,,,,,,,,
337,"left-to-right-point(27.75,11.25).json",ed2.fct.unl.pt,2,27.75,11.25,15.237518,17,1.46187E+12,,,,,,,-66,-65,-66,-69,-69,-69,,,,,,,,-58,-58,-59,,-58,-77,-77,-77,,-57,-57,,,,,,,,,
