coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,3.5,-84,-83.0,3-4 meters
0.0,3.5,-86,-84.0,3-4 meters
0.0,3.5,-86,-84.5,3-4 meters
0.0,3.5,-82,-82.0,3-4 meters
0.0,3.5,-82,-82.0,3-4 meters
0.0,3.5,-82,-82.0,3-4 meters
0.0,3.5,-81,-81.75,3-4 meters
0.0,3.5,-82,-81.8,3-4 meters
0.0,3.5,-81,-81.0,3-4 meters
0.0,3.5,-82,-81.5,3-4 meters
0.0,3.5,-87,-83.33333333333333,3-4 meters
0.0,3.5,-90,-85.0,3-4 meters
0.0,3.5,-82,-82.0,3-4 meters
0.0,3.5,-86,-84.0,3-4 meters
0.0,3.5,-82,-83.33333333333333,3-4 meters
0.0,3.5,-83,-83.25,3-4 meters
0.0,3.5,-86,-83.8,3-4 meters
0.0,3.5,-88,-84.5,3-4 meters
0.0,3.5,-84,-84.42857142857143,3-4 meters
0.0,3.5,-83,-84.25,3-4 meters
0.0,3.5,-82,-84.0,3-4 meters
0.0,4.0,-85,-85.0,3-4 meters
0.0,4.0,-83,-84.0,3-4 meters
0.0,4.0,-90,-86.0,3-4 meters
0.0,4.0,-91,-87.25,3-4 meters
0.0,4.0,-86,-86.0,3-4 meters
0.0,4.0,-87,-86.5,3-4 meters
0.0,4.0,-92,-88.33333333333333,3-4 meters
0.0,4.0,-87,-87.0,3-4 meters
0.0,4.0,-89,-88.0,3-4 meters
0.0,4.0,-90,-88.66666666666667,3-4 meters
0.0,4.0,-90,-90.0,3-4 meters
0.0,4.0,-87,-88.5,3-4 meters
0.0,4.0,-91,-91.0,3-4 meters
0.0,4.0,-85,-88.0,3-4 meters
0.0,4.0,-86,-87.33333333333333,3-4 meters
0.0,4.0,-90,-88.0,3-4 meters
0.0,4.0,-87,-87.8,3-4 meters
0.0,4.0,-87,-87.0,3-4 meters
0.0,4.0,-88,-87.5,3-4 meters
0.0,4.0,-87,-87.33333333333333,3-4 meters
0.0,4.0,-88,-87.5,3-4 meters
0.0,4.0,-88,-88.0,3-4 meters
