Fingerprint ID,coordinate_X,coordinate_Y,zone,c4:e9:84:42:ac:ff,00:26:5b:d1:93:38,00:06:91:d4:77:02,00:26:5b:d1:93:39,8c:5b:f0:78:a1:d6,00:06:91:d4:77:00,0c:47:3d:13:88:e8,0c:47:3d:13:88:e9,68:b6:fc:5b:01:08,1c:ab:c0:df:99:c8,1c:ab:c0:df:99:c9,bc:4d:fb:52:ea:28,bc:4d:fb:52:ea:29,00:fc:8d:cf:98:08,00:fc:8d:cf:98:09,cc:32:e5:38:9c:6c,cc:32:e5:38:9c:6d,8c:5b:f0:78:a1:db,00:06:91:d4:77:01,00:06:91:d4:77:05,44:34:a7:2f:00:e4,68:b6:fc:5b:01:09,84:94:8c:7a:e5:08,84:94:8c:7a:e5:09,8c:5b:f0:78:8f:fa,3c:cd:5d:90:3d:73,FF:20:88:3C:97:E7,CA:E0:7D:11:26:B3,E1:E9:C3:D9:09:C3
167,-0.5,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,-0.5,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,-0.5,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,-0.5,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,-0.5,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,-2.0,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,-2.0,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,-2.0,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.0,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.0,-1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,-1.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,-2.0,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,-1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,-1.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,-1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,-2.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,-1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2.0,0.0,Bedroom,0,0,-72,0,-77,-71,0,0,0,-79,-82,0,0,0,0,-56,-63,0,0,0,0,0,0,0,0,0,0,0,0
212,2.0,0.0,Living Room,0,-89,-74,-89,-88,-73,0,0,0,-81,-81,0,0,0,0,-57,-62,-92,-94,-93,0,0,0,0,0,0,-87,-73,-78
213,0.5,0.0,Bedroom,0,-89,-71,-87,-84,-68,0,0,0,-80,-83,0,0,-93,-89,-57,-62,0,-93,-95,0,0,0,0,0,0,-79,-91,-78
214,0.5,0.0,None,0,-88,-73,-88,-78,-71,0,0,0,-82,-82,0,0,0,0,-55,-63,0,-94,-93,-93,0,0,0,0,0,-87,-82,-81
215,1.0,0.0,None,0,0,-70,0,-76,-70,0,0,0,-85,-85,0,0,0,0,-55,-62,0,-94,-94,0,0,0,0,0,0,-80,-92,-80
216,0.0,0.0,None,0,-93,-74,0,-81,-73,0,0,0,-76,-76,0,0,0,0,-53,-62,-94,0,0,0,0,0,0,0,0,0,-83,-81
217,10.0,0.0,None,0,-91,-72,-91,-76,-71,0,0,0,-75,-75,0,0,0,0,-54,-63,0,0,0,0,0,0,0,0,0,-82,-76,-78
218,0.0,0.0,None,0,-91,-72,-94,-84,-74,0,0,0,-77,-78,0,0,0,0,-53,-64,0,0,0,0,0,0,0,0,0,-80,-86,-84
219,0.0,0.0,None,0,0,-69,0,-75,-71,0,0,0,-83,-80,-90,-91,-89,-90,-60,-74,0,-91,-91,0,0,0,0,0,0,-58,-69,-60
220,0.0,0.0,None,0,0,-77,0,-78,-76,0,0,0,0,0,0,0,0,0,-59,-80,-87,-89,-90,0,0,0,0,0,0,-66,-67,-66
221,0.0,0.0,None,0,0,-76,0,-75,-76,0,0,0,-75,-76,-88,-85,-87,-89,-65,-72,-89,-88,-87,0,-99,-95,0,0,0,-67,-68,-78
222,0.0,0.0,None,0,0,-74,0,-78,-74,0,0,0,-76,-76,0,0,-90,-87,0,-69,-90,-89,-88,0,0,0,-94,0,0,-60,-66,-63
223,0.0,0.0,None,0,0,-73,0,-74,-72,0,0,0,-77,-81,-86,0,-89,-88,-59,-70,-88,-94,-93,0,0,-93,0,0,0,-63,-65,-75
224,0.0,0.0,None,0,0,-71,0,-68,-71,0,0,0,-78,-77,0,0,-91,-92,-55,-68,-86,-91,-89,0,0,0,0,0,0,0,-68,-70
225,0.0,0.0,None,0,0,-78,-94,-77,-77,0,0,0,-76,-76,-94,-92,-89,-89,-57,-67,0,-93,-93,0,0,0,0,0,0,0,0,0
226,0.0,0.0,None,0,0,-81,0,-75,-80,0,0,0,-75,-75,-91,-93,-90,0,-57,-69,0,-94,-93,0,0,0,0,0,0,0,0,0
227,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0.0,0.0,None,0,0,-77,0,-77,-79,0,0,0,-76,-76,0,0,-88,-88,-56,-71,-92,-95,0,0,0,0,0,0,0,-70,-69,-82
229,0.0,0.0,None,0,0,-76,0,-71,-77,0,0,0,-75,-74,0,0,-89,-88,-57,-70,-92,-94,-93,0,0,0,0,0,0,-71,-71,-76
230,0.0,0.0,None,0,-90,-82,-91,-78,-80,0,0,0,-72,-73,0,0,-91,-91,-57,-69,-92,-95,-94,0,0,0,0,-91,0,-72,-76,-76
231,0.0,0.0,None,0,-88,-84,-90,-74,-83,0,0,0,-73,-73,0,0,-91,-91,-57,-69,-92,-95,-95,0,0,0,0,-91,0,-72,-76,-77
232,0.0,0.0,None,0,-89,-84,-90,-80,-85,0,0,0,-73,-73,0,0,-92,-92,-58,-71,-89,-95,-94,0,0,0,0,-91,0,-74,-75,-76
233,0.0,0.0,None,0,-93,-82,-90,-79,-83,0,0,0,-73,-77,-94,-95,-90,-93,-57,-70,-93,-94,-94,0,0,0,0,-91,0,-71,-75,-91
234,0.0,0.0,None,0,-90,-80,-90,-71,-80,0,0,0,-73,-73,-93,-95,-90,-93,-57,-68,-92,-93,-94,0,0,0,0,-91,0,-71,-72,-84
235,0.0,0.0,None,0,-89,-79,-90,-73,-80,0,0,0,-74,-74,-89,-91,-90,-89,-57,-69,-92,-93,-94,0,0,0,0,-91,0,-71,-72,-79
236,0.0,0.0,None,0,-88,-82,-90,-72,-80,0,0,0,-74,-74,-92,-90,-90,-89,-57,-69,-92,-93,-94,0,0,0,0,-91,0,-78,-72,-82
237,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.5,0.0,None,0,0,-81,0,-78,-80,0,0,0,-79,-79,0,0,0,0,-57,-71,-89,0,0,0,0,0,0,0,0,-78,-77,-90
239,0.5,0.0,None,0,-89,-80,-90,-82,-80,0,0,0,-78,-79,0,0,0,-93,-57,-72,-88,-95,-94,0,0,0,0,0,-95,-72,-79,-79
240,2.0,0.0,Bathroom,0,0,-79,0,-74,-79,0,0,0,-75,-80,-92,-92,-92,-93,-59,-78,-91,-92,-92,0,0,0,0,0,0,-71,-69,-77
241,2.0,0.0,Bathroom,0,0,-78,0,-75,-76,0,0,0,-75,-76,0,0,-89,-89,-57,-80,-92,-93,-93,0,0,0,0,0,0,0,-70,-75
